arrival_time,capacity,company_name,date,destination,flying_class,flying_number,flying_type,source,ticket_price
23:00,6,Qeshm,چهارشنبه 25 مرداد,ADB,AB6W,2261,چارتری,IKA,"8,935,000"
23:00,5,Qeshm,چهارشنبه 25 مرداد,ADB,Y,2261,چارتری,IKA,"9,200,000"
23:00,6,Qeshm,چهارشنبه 25 مرداد,ADB,AB6W,2261,چارتری,IKA,"9,300,000"
23:00,6,Qeshm,چهارشنبه 25 مرداد,ADB,Y,2261,چارتری,IKA,"9,300,000"
23:00,5,Qeshm,چهارشنبه 25 مرداد,ADB,AB6Y,2261,چارتری,IKA,"9,500,000"
01:00,6,Airtour,چهارشنبه 25 مرداد,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"11,000,000"
01:00,7,Airtour,جمعه 17 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"9,500,000"
01:00,5,Airtour,جمعه 17 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"12,000,000"
23:30,5,Iranair,جمعه 17 شهریور,ADB,AirbusY,759,چارتری,IKA,"15,000,000"
23:30,5,Iranair,جمعه 17 شهریور,ADB,AirbusY,759,با ضمانت-چارتری,IKA,"15,120,200"
23:00,5,Qeshm,چهارشنبه 15 شهریور,ADB,Y,2261,با ضمانت-چارتری,IKA,"9,109,300"
23:00,6,Qeshm,چهارشنبه 15 شهریور,ADB,Y,2261,با ضمانت-چارتری,IKA,"9,109,300"
23:00,5,Qeshm,چهارشنبه 15 شهریور,ADB,Y,2261,چارتری,IKA,"9,119,763"
23:00,5,Qeshm,چهارشنبه 15 شهریور,ADB,AB6Y,2261,چارتری,IKA,"9,125,000"
23:00,6,Qeshm,چهارشنبه 15 شهریور,ADB,AB6W,2261,چارتری,IKA,"9,125,000"
23:00,5,Qeshm,چهارشنبه 15 شهریور,ADB,AB6Y,2261,چارتری,IKA,"9,500,000"
23:00,5,Qeshm,چهارشنبه 15 شهریور,ADB,Y,2261,چارتری,IKA,"9,500,000"
01:00,6,Airtour,چهارشنبه 15 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"12,000,000"
01:00,5,Airtour,چهارشنبه 15 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"15,000,000"
00:30,7,Airtour,یکشنبه 12 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"9,900,000"
00:30,5,Airtour,یکشنبه 12 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"12,500,000"
23:30,5,Iranair,یکشنبه 12 شهریور,ADB,AirbusY,759,چارتری,IKA,"15,000,000"
23:30,5,Iranair,یکشنبه 12 شهریور,ADB,AirbusY,759,با ضمانت-چارتری,IKA,"15,120,200"
01:00,6,Airtour,جمعه 10 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"10,500,000"
01:00,5,Airtour,جمعه 10 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"13,000,000"
23:30,5,Iranair,جمعه 10 شهریور,ADB,AirbusY,759,چارتری,IKA,"15,000,000"
23:30,5,Iranair,جمعه 10 شهریور,ADB,AirbusY,759,با ضمانت-چارتری,IKA,"15,120,200"
23:00,6,Qeshm,چهارشنبه 08 شهریور,ADB,Y,2261,با ضمانت-چارتری,IKA,"9,109,300"
23:00,6,Qeshm,چهارشنبه 08 شهریور,ADB,AB6W,2261,چارتری,IKA,"9,500,000"
23:00,5,Qeshm,چهارشنبه 08 شهریور,ADB,Y,2261,با ضمانت-چارتری,IKA,"10,065,000"
01:00,7,Airtour,چهارشنبه 08 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"10,500,000"
23:00,5,Qeshm,چهارشنبه 08 شهریور,ADB,Y,2261,چارتری,IKA,"10,500,000"
01:00,5,Airtour,چهارشنبه 08 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"13,000,000"
23:00,5,Qeshm,چهارشنبه 29 شهریور,ADB,Y,2261,چارتری,IKA,"9,119,763"
23:00,5,Qeshm,چهارشنبه 29 شهریور,ADB,AB6Y,2261,چارتری,IKA,"9,125,000"
23:00,6,Qeshm,چهارشنبه 29 شهریور,ADB,AB6W,2261,چارتری,IKA,"9,125,000"
23:00,5,Qeshm,چهارشنبه 29 شهریور,ADB,Y,2261,چارتری,IKA,"9,205,500"
01:00,7,Airtour,چهارشنبه 29 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"9,500,000"
23:00,5,Qeshm,چهارشنبه 29 شهریور,ADB,AB6Y,2261,چارتری,IKA,"9,500,000"
23:00,6,Qeshm,چهارشنبه 29 شهریور,ADB,AB6W,2261,چارتری,IKA,"9,500,000"
01:00,5,Airtour,چهارشنبه 29 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"12,000,000"
00:30,8,Airtour,یکشنبه 26 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"9,500,000"
00:30,4,Airtour,یکشنبه 26 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"11,900,000"
23:30,5,Iranair,یکشنبه 26 شهریور,ADB,AirbusY,759,چارتری,IKA,"15,000,000"
23:30,5,Iranair,یکشنبه 26 شهریور,ADB,AirbusY,759,با ضمانت-چارتری,IKA,"15,120,200"
01:00,8,Airtour,جمعه 24 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"9,500,000"
01:00,5,Airtour,جمعه 24 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"13,000,000"
23:30,5,Iranair,جمعه 24 شهریور,ADB,AirbusY,759,چارتری,IKA,"15,000,000"
23:30,5,Iranair,جمعه 24 شهریور,ADB,AirbusY,759,با ضمانت-چارتری,IKA,"15,120,200"
23:00,5,Qeshm,چهارشنبه 22 شهریور,ADB,Y,2261,با ضمانت-چارتری,IKA,"9,109,300"
23:00,6,Qeshm,چهارشنبه 22 شهریور,ADB,Y,2261,با ضمانت-چارتری,IKA,"9,109,300"
23:00,6,Qeshm,چهارشنبه 22 شهریور,ADB,W,2261,چارتری,IKA,"9,119,763"
23:00,5,Qeshm,چهارشنبه 22 شهریور,ADB,AB6Y,2261,چارتری,IKA,"9,125,000"
23:00,6,Qeshm,چهارشنبه 22 شهریور,ADB,AB6W,2261,چارتری,IKA,"9,125,000"
23:00,6,Qeshm,چهارشنبه 22 شهریور,ADB,W,2261,چارتری,IKA,"9,205,500"
23:00,5,Qeshm,چهارشنبه 22 شهریور,ADB,AB6Y,2261,چارتری,IKA,"9,500,000"
23:00,6,Qeshm,چهارشنبه 22 شهریور,ADB,AB6W,2261,چارتری,IKA,"9,500,000"
01:00,7,Airtour,چهارشنبه 22 شهریور,ADB,A310Y,9740,با ضمانت-سیستمی,IKA,"10,500,000"
01:00,5,Airtour,چهارشنبه 22 شهریور,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"13,000,000"
01:00,5,Airtour,چهارشنبه 25 مرداد,ADB,A310J,9740,با ضمانت-سیستمی بیزنس,IKA,"14,000,000"
18:30,9,Varesh,سه شنبه 21 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,سه شنبه 21 شهریور,BUS,Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,سه شنبه 21 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:00,9,Varesh,سه شنبه 21 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:00,9,Varesh,سه شنبه 21 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
18:30,9,Varesh,دوشنبه 20 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,6,Varesh,دوشنبه 20 شهریور,BUS,Y,6824,چارتری,IKA,"9,000,000"
18:30,6,Varesh,دوشنبه 20 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:30,9,Varesh,دوشنبه 20 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,9,Varesh,دوشنبه 20 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
11:00,4,Aseman,یکشنبه 19 شهریور,BUS,Y,546,با ضمانت-چارتری,IKA,"8,450,400"
11:00,4,Aseman,یکشنبه 19 شهریور,BUS,Boeing 737Y,546,چارتری,IKA,"9,000,000"
11:00,4,Aseman,یکشنبه 19 شهریور,BUS,Y,546,چارتری,IKA,"9,000,000"
11:00,5,Aseman,یکشنبه 19 شهریور,BUS,734Y,546,چارتری,IKA,"9,500,000"
18:30,9,Varesh,جمعه 17 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,جمعه 17 شهریور,BUS,M80Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,جمعه 17 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:00,9,Varesh,جمعه 17 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:00,9,Varesh,جمعه 17 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
11:00,4,Aseman,پنج شنبه 16 شهریور,BUS,Y,546,با ضمانت-چارتری,IKA,"8,918,200"
14:30,6,Varesh,پنج شنبه 16 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
14:30,6,Varesh,پنج شنبه 16 شهریور,BUS,Y,6824,چارتری,IKA,"9,000,000"
20:30,9,Varesh,پنج شنبه 16 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
14:30,6,Varesh,پنج شنبه 16 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
11:00,5,Aseman,پنج شنبه 16 شهریور,BUS,734Y,546,چارتری,IKA,"9,500,000"
11:00,4,Aseman,پنج شنبه 16 شهریور,BUS,Boeing 737Y,546,چارتری,IKA,"9,500,000"
11:00,4,Aseman,پنج شنبه 16 شهریور,BUS,Y,546,چارتری,IKA,"9,500,000"
18:30,9,Varesh,پنج شنبه 16 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,9,Varesh,پنج شنبه 16 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
18:30,9,Varesh,دوشنبه 06 شهریور,BUS,Y,6824,چارتری,IKA,"8,639,775"
18:30,9,Varesh,دوشنبه 06 شهریور,BUS,Y,6824,چارتری,IKA,"8,721,000"
18:30,9,Varesh,دوشنبه 06 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,6,Varesh,دوشنبه 06 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,6,Varesh,دوشنبه 06 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:30,9,Varesh,دوشنبه 06 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,9,Varesh,دوشنبه 06 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
11:00,3,Aseman,یکشنبه 05 شهریور,BUS,734Y,546,چارتری,IKA,"9,000,000"
11:00,3,Aseman,یکشنبه 05 شهریور,BUS,Y,546,چارتری,IKA,"9,094,500"
11:00,3,Aseman,یکشنبه 05 شهریور,BUS,Y,546,چارتری,IKA,"9,180,000"
11:00,3,Aseman,یکشنبه 05 شهریور,BUS,Y,546,با ضمانت-چارتری,IKA,"10,321,600"
11:00,3,Aseman,یکشنبه 05 شهریور,BUS,Boeing 737Y,546,چارتری,IKA,"10,330,000"
11:00,3,Aseman,یکشنبه 05 شهریور,BUS,Boeing 737Y,546,چارتری,IKA,"11,000,000"
11:00,3,Aseman,یکشنبه 05 شهریور,BUS,Y,546,چارتری,IKA,"11,000,000"
18:30,7,Varesh,جمعه 03 شهریور,BUS,Y,6824,چارتری,IKA,"8,639,775"
18:30,7,Varesh,جمعه 03 شهریور,BUS,Y,6824,چارتری,IKA,"8,721,000"
18:30,9,Varesh,جمعه 03 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,جمعه 03 شهریور,BUS,Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,جمعه 03 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:00,9,Varesh,جمعه 03 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:00,9,Varesh,جمعه 03 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"11,498,600"
11:00,4,Aseman,پنج شنبه 02 شهریور,BUS,Y,546,با ضمانت-چارتری,IKA,"8,450,400"
11:00,4,Aseman,پنج شنبه 02 شهریور,BUS,Y,546,چارتری,IKA,"8,457,885"
11:00,4,Aseman,پنج شنبه 02 شهریور,BUS,Boeing 737Y,546,چارتری,IKA,"8,470,000"
11:00,4,Aseman,پنج شنبه 02 شهریور,BUS,Y,546,چارتری,IKA,"8,537,400"
18:30,7,Varesh,پنج شنبه 02 شهریور,BUS,Y,6824,چارتری,IKA,"8,639,775"
20:30,9,Varesh,پنج شنبه 02 شهریور,BUS,Y,6824,چارتری,IKA,"8,639,775"
18:30,7,Varesh,پنج شنبه 02 شهریور,BUS,Y,6824,چارتری,IKA,"8,721,000"
20:30,9,Varesh,پنج شنبه 02 شهریور,BUS,Y,6824,چارتری,IKA,"8,721,000"
11:00,5,Aseman,پنج شنبه 02 شهریور,BUS,734Y,546,چارتری,IKA,"9,000,000"
11:00,4,Aseman,پنج شنبه 02 شهریور,BUS,Y,546,چارتری,IKA,"9,000,000"
20:15,7,Qeshm,چهارشنبه 01 شهریور,BUS,Y,2277,با ضمانت-چارتری,IKA,"7,514,800"
20:15,7,Qeshm,چهارشنبه 01 شهریور,BUS,Y,2277,چارتری,IKA,"8,000,000"
20:15,5,Qeshm,چهارشنبه 01 شهریور,BUS,Y,2277,با ضمانت-چارتری,IKA,"8,450,400"
20:15,5,Qeshm,چهارشنبه 01 شهریور,BUS,Y,2277,با ضمانت-چارتری,IKA,"8,450,400"
20:15,5,Qeshm,چهارشنبه 01 شهریور,BUS,W,2277,چارتری,IKA,"8,457,885"
20:15,5,Qeshm,چهارشنبه 01 شهریور,BUS,320W,2277,چارتری,IKA,"8,470,000"
20:15,5,Qeshm,چهارشنبه 01 شهریور,BUS,320Y,2277,چارتری,IKA,"8,470,000"
20:15,5,Qeshm,چهارشنبه 01 شهریور,BUS,W,2277,چارتری,IKA,"8,537,400"
20:15,5,Qeshm,چهارشنبه 01 شهریور,BUS,320W,2277,چارتری,IKA,"9,000,000"
20:15,2,Qeshm,چهارشنبه 01 شهریور,BUS,320C,2277,بیزنس-چارتری,IKA,"11,000,000"
18:30,9,Varesh,سه شنبه 31 مرداد,BUS,Y,6824,چارتری,IKA,"9,599,750"
18:30,9,Varesh,سه شنبه 31 مرداد,BUS,Y,6824,چارتری,IKA,"9,690,000"
18:00,9,Varesh,سه شنبه 31 مرداد,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,9,Varesh,سه شنبه 31 مرداد,BUS,737Y,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,سه شنبه 31 مرداد,BUS,Y,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,سه شنبه 31 مرداد,BUS,Y,6824,با ضمانت-چارتری,IKA,"10,090,200"
18:00,9,Varesh,سه شنبه 31 مرداد,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"11,498,600"
18:30,6,Varesh,دوشنبه 30 مرداد,BUS,Y,6824,چارتری,IKA,"9,599,750"
18:30,6,Varesh,دوشنبه 30 مرداد,BUS,Y,6824,چارتری,IKA,"9,690,000"
18:30,9,Varesh,دوشنبه 30 مرداد,BUS,737Y,6824,چارتری,IKA,"10,000,000"
18:30,9,Varesh,دوشنبه 30 مرداد,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,6,Varesh,دوشنبه 30 مرداد,BUS,Y,6824,چارتری,IKA,"10,000,000"
18:30,6,Varesh,دوشنبه 30 مرداد,BUS,Y,6824,با ضمانت-چارتری,IKA,"10,090,200"
18:30,9,Varesh,دوشنبه 30 مرداد,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"11,498,600"
18:00,3,Aseman,یکشنبه 29 مرداد,BUS,Y,546,با ضمانت-چارتری,IKA,"7,047,000"
18:00,4,Aseman,یکشنبه 29 مرداد,BUS,Y,546,با ضمانت-چارتری,IKA,"7,047,000"
18:00,3,Aseman,یکشنبه 29 مرداد,BUS,W,546,چارتری,IKA,"7,048,238"
18:00,3,Aseman,یکشنبه 29 مرداد,BUS,737W,546,چارتری,IKA,"7,075,000"
18:00,3,Aseman,یکشنبه 29 مرداد,BUS,W,546,چارتری,IKA,"7,114,500"
18:00,4,Aseman,یکشنبه 29 مرداد,BUS,Boeing 737Y,546,چارتری,IKA,"7,354,000"
18:00,4,Aseman,یکشنبه 29 مرداد,BUS,Y,546,چارتری,IKA,"7,500,000"
18:00,3,Aseman,یکشنبه 29 مرداد,BUS,Y,546,چارتری,IKA,"7,500,000"
11:00,5,Aseman,شنبه 28 مرداد,BUS,Y,546,با ضمانت-چارتری,IKA,"7,047,000"
11:00,5,Aseman,شنبه 28 مرداد,BUS,Y,546,با ضمانت-چارتری,IKA,"7,047,000"
11:00,5,Aseman,شنبه 28 مرداد,BUS,Y,546,چارتری,IKA,"7,048,238"
11:00,5,Aseman,شنبه 28 مرداد,BUS,Boeing 737Y,546,چارتری,IKA,"7,075,000"
11:00,5,Aseman,شنبه 28 مرداد,BUS,737W,546,چارتری,IKA,"7,075,000"
11:00,5,Aseman,شنبه 28 مرداد,BUS,Y,546,چارتری,IKA,"7,114,500"
11:00,5,Aseman,شنبه 28 مرداد,BUS,Y,546,چارتری,IKA,"7,500,000"
11:00,5,Aseman,شنبه 28 مرداد,BUS,Y,546,چارتری,IKA,"7,500,000"
18:30,7,Varesh,جمعه 27 مرداد,BUS,Y,6824,چارتری,IKA,"9,599,750"
18:30,7,Varesh,جمعه 27 مرداد,BUS,Y,6824,چارتری,IKA,"9,690,000"
18:00,9,Varesh,جمعه 27 مرداد,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,جمعه 27 مرداد,BUS,M80Y,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,جمعه 27 مرداد,BUS,Y,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,جمعه 27 مرداد,BUS,Y,6824,با ضمانت-چارتری,IKA,"10,090,200"
18:00,9,Varesh,جمعه 27 مرداد,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"11,498,600"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,Y,546,با ضمانت-چارتری,IKA,"7,047,000"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,Y,546,با ضمانت-چارتری,IKA,"7,047,000"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,W,546,چارتری,IKA,"7,048,238"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,737W,546,چارتری,IKA,"7,075,000"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,Boeing 737Y,546,چارتری,IKA,"7,075,000"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,W,546,چارتری,IKA,"7,114,500"
20:30,9,Varesh,پنج شنبه 26 مرداد,BUS,Y,6824,چارتری,IKA,"7,199,813"
20:30,9,Varesh,پنج شنبه 26 مرداد,BUS,Y,6824,چارتری,IKA,"7,267,500"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,737W,546,چارتری,IKA,"7,500,000"
18:00,4,Aseman,پنج شنبه 26 مرداد,BUS,Y,546,چارتری,IKA,"7,500,000"
20:15,5,Qeshm,چهارشنبه 25 مرداد,BUS,Y,2277,با ضمانت-چارتری,IKA,"6,111,500"
20:15,8,Qeshm,چهارشنبه 25 مرداد,BUS,Y,2277,با ضمانت-چارتری,IKA,"6,111,500"
20:15,8,Qeshm,چهارشنبه 25 مرداد,BUS,320Y,2277,چارتری,IKA,"6,145,000"
20:15,8,Qeshm,چهارشنبه 25 مرداد,BUS,Y,2277,چارتری,IKA,"6,165,900"
20:15,8,Qeshm,چهارشنبه 25 مرداد,BUS,Y,2277,چارتری,IKA,"6,500,000"
20:15,5,Qeshm,چهارشنبه 25 مرداد,BUS,Y,2277,چارتری,IKA,"6,500,000"
20:15,5,Qeshm,چهارشنبه 25 مرداد,BUS,320W,2277,چارتری,IKA,"7,000,000"
20:15,5,Qeshm,چهارشنبه 25 مرداد,BUS,320Y,2277,چارتری,IKA,"7,000,000"
20:15,5,Qeshm,چهارشنبه 25 مرداد,BUS,Y,2277,با ضمانت-چارتری,IKA,"7,047,000"
20:15,5,Qeshm,چهارشنبه 25 مرداد,BUS,Y,2277,چارتری,IKA,"7,500,000"
18:30,7,Varesh,پنج شنبه 02 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,پنج شنبه 02 شهریور,BUS,Y,6824,چارتری,IKA,"9,000,000"
20:30,9,Varesh,پنج شنبه 02 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,پنج شنبه 02 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:30,9,Varesh,پنج شنبه 02 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,9,Varesh,پنج شنبه 02 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"11,498,600"
20:30,6,Varesh,پنج شنبه 26 مرداد,BUS,737Y,6824,چارتری,IKA,"7,500,000"
20:30,9,Varesh,پنج شنبه 26 مرداد,BUS,737Y,6824,چارتری,IKA,"7,500,000"
20:30,6,Varesh,پنج شنبه 26 مرداد,BUS,Y,6824,با ضمانت-چارتری,IKA,"7,575,200"
20:30,9,Varesh,پنج شنبه 26 مرداد,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
20:30,9,Varesh,پنج شنبه 26 مرداد,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"11,498,600"
18:30,9,Varesh,سه شنبه 24 مرداد,BUS,Y,6824,چارتری,IKA,"7,199,813"
18:30,9,Varesh,سه شنبه 24 مرداد,BUS,Y,6824,چارتری,IKA,"7,267,500"
18:00,9,Varesh,سه شنبه 24 مرداد,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,سه شنبه 24 مرداد,BUS,M80Y,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,سه شنبه 24 مرداد,BUS,Y,6824,چارتری,IKA,"10,000,000"
18:30,7,Varesh,سه شنبه 24 مرداد,BUS,Y,6824,با ضمانت-چارتری,IKA,"10,090,200"
18:00,9,Varesh,سه شنبه 24 مرداد,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"11,498,600"
18:30,4,Varesh,دوشنبه 23 مرداد,BUS,737Y,6824,چارتری,IKA,"10,000,000"
18:30,4,Varesh,دوشنبه 23 مرداد,BUS,Y,6824,چارتری,IKA,"10,000,000"
18:30,4,Varesh,دوشنبه 23 مرداد,BUS,Y,6824,با ضمانت-چارتری,IKA,"10,090,200"
18:30,9,Varesh,دوشنبه 23 مرداد,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"19,144,200"
18:30,9,Varesh,دوشنبه 23 مرداد,BUS,BoeingY,6824,چارتری,IKA,"20,000,000"
20:15,5,Qeshm,چهارشنبه 15 شهریور,BUS,Y,2277,با ضمانت-چارتری,IKA,"8,450,400"
20:15,5,Qeshm,چهارشنبه 15 شهریور,BUS,Y,2277,با ضمانت-چارتری,IKA,"8,450,400"
20:15,5,Qeshm,چهارشنبه 15 شهریور,BUS,Y,2277,با ضمانت-چارتری,IKA,"8,450,400"
20:15,5,Qeshm,چهارشنبه 15 شهریور,BUS,320Y,2277,چارتری,IKA,"9,000,000"
20:15,5,Qeshm,چهارشنبه 15 شهریور,BUS,Y,2277,چارتری,IKA,"9,000,000"
20:15,2,Qeshm,چهارشنبه 15 شهریور,BUS,320C,2277,بیزنس-چارتری,IKA,"11,000,000"
18:30,9,Varesh,سه شنبه 14 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,سه شنبه 14 شهریور,BUS,M80Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,سه شنبه 14 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:00,9,Varesh,سه شنبه 14 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:00,9,Varesh,سه شنبه 14 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
18:30,9,Varesh,دوشنبه 13 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,6,Varesh,دوشنبه 13 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,6,Varesh,دوشنبه 13 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:30,9,Varesh,دوشنبه 13 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:30,9,Varesh,دوشنبه 13 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
11:00,4,Aseman,شنبه 11 شهریور,BUS,Y,546,با ضمانت-چارتری,IKA,"8,918,200"
11:00,4,Aseman,شنبه 11 شهریور,BUS,Y,546,چارتری,IKA,"8,927,768"
11:00,4,Aseman,شنبه 11 شهریور,BUS,Boeing 737Y,546,چارتری,IKA,"8,935,000"
11:00,4,Aseman,شنبه 11 شهریور,BUS,Y,546,چارتری,IKA,"9,011,700"
11:00,5,Aseman,شنبه 11 شهریور,BUS,734Y,546,چارتری,IKA,"9,500,000"
11:00,4,Aseman,شنبه 11 شهریور,BUS,Boeing 737Y,546,چارتری,IKA,"9,500,000"
18:30,7,Varesh,جمعه 10 شهریور,BUS,Y,6824,چارتری,IKA,"8,639,775"
18:30,7,Varesh,جمعه 10 شهریور,BUS,Y,6824,چارتری,IKA,"8,721,000"
18:30,9,Varesh,جمعه 10 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,جمعه 10 شهریور,BUS,M80Y,6824,چارتری,IKA,"9,000,000"
18:30,7,Varesh,جمعه 10 شهریور,BUS,Y,6824,با ضمانت-چارتری,IKA,"9,084,200"
18:00,9,Varesh,جمعه 10 شهریور,BUS,BoeingY,6824,چارتری,IKA,"10,000,000"
18:00,9,Varesh,جمعه 10 شهریور,BUS,BoeingY,6824,با ضمانت-چارتری,IKA,"14,365,700"
20:15,5,Qeshm,چهارشنبه 25 مرداد,BUS,320Y,2277,چارتری,IKA,"8,000,000"
20:15,2,Qeshm,چهارشنبه 25 مرداد,BUS,320C,2277,بیزنس-چارتری,IKA,"9,000,000"
20:15,2,Qeshm,چهارشنبه 25 مرداد,BUS,320C,2277,بیزنس-چارتری,IKA,"9,000,000"
14:30,6,Varesh,پنج شنبه 09 شهریور,BUS,Y,6824,چارتری,IKA,"8,639,775"
20:30,9,Varesh,پنج شنبه 09 شهریور,BUS,Y,6824,چارتری,IKA,"8,639,775"
14:30,6,Varesh,پنج شنبه 09 شهریور,BUS,Y,6824,چارتری,IKA,"8,721,000"
20:30,9,Varesh,پنج شنبه 09 شهریور,BUS,Y,6824,چارتری,IKA,"8,721,000"
14:30,6,Varesh,پنج شنبه 09 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
14:30,6,Varesh,پنج شنبه 09 شهریور,BUS,Y,6824,چارتری,IKA,"9,000,000"
20:30,9,Varesh,پنج شنبه 09 شهریور,BUS,737Y,6824,چارتری,IKA,"9,000,000"
