arrival_city_name_persian,national_arrival_code,departure_city_name_persian,national_departure_code,departure_date,departure_date_YMD_format,departure_time,arrival_time,capacity,company_name,flying_class,flying_number,flying_type,ticket_price_T
نجف,NJF,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,15:30,,9.0,Iranair,AB3Y,5319,چارتری,"4,900,000"
نجف,NJF,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,15:30,,,Iranair,A300B4-203V,5319,با ضمانت-سیستمی,"7,219,000"
نجف,NJF,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,15:30,,,Iranair,A300B4-203K,5319,با ضمانت-سیستمی,"6,018,000"
زاهدان,ZAH,گرگان,GBT,شنبه 28 مرداد,1402/05/28,15:40,17:40,9.0,Qeshm,DEFA,1246,با ضمانت,"1,663,040"
بغداد,BGW,مشهد,MHD,شنبه 28 مرداد,1402/05/28,15:45,,7.0,Meraj,Y,4815,چارتری,"5,990,000"
بغداد,BGW,مشهد,MHD,شنبه 28 مرداد,1402/05/28,15:45,,6.0,j1,320C,4815,بیزنس-چارتری,"8,500,000"
ایروان,EVN,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:00,18:15,7.0,Airtour,MD82Y,9724,با ضمانت-سیستمی,"7,900,000"
ایروان,EVN,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:00,,7.0,Airtour,MD82Y,9724,با ضمانت-چارتری,"8,983,600"
دبی,DXB,مشهد,MHD,شنبه 28 مرداد,1402/05/28,16:00,,8.0,DUBAI,B737-800Y,8708,چارتری,"8,000,000"
مسقط,MCT,شیراز,SYZ,شنبه 28 مرداد,1402/05/28,16:00,,5.0,Salam,320Y,556,چارتری,"4,200,000"
تهران (امام خمینی),IKA,بغداد,BGW,شنبه 28 مرداد,1402/05/28,16:00,,6.0,Iraqi,B737 MAXY,113,چارتری,"5,258,700"
مشهد,MHD,آبادان,ABD,شنبه 28 مرداد,1402/05/28,16:10,18:15,,Aseman,737D,3737,با ضمانت-سیستمی بیزنس,"3,564,200"
مشهد,MHD,آبادان,ABD,شنبه 28 مرداد,1402/05/28,16:10,18:15,9.0,Aseman,737D,3737,با ضمانت-بیزنس,"3,528,916"
ایروان,EVN,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:15,17:00,9.0,Varesh,BoeingY,6817,با ضمانت-چارتری,"4,808,700"
ایروان,EVN,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:15,18:00,7.0,Varesh,Y,6817,با ضمانت-چارتری,"5,060,200"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,16:15,18:45,5.0,Qeshm,320Y,2216,با ضمانت-چارتری,"4,959,600"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,16:15,18:45,3.0,Qeshm,320C,2216,با ضمانت-بیزنس-چارتری,"6,569,200"
ایروان,EVN,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:15,,9.0,Varesh,737Y,6817,چارتری,"5,000,000"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,16:15,,9.0,Qeshm,Y,2216,چارتری,"4,900,000"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,16:15,,9.0,Qeshm,320Y,2216,چارتری,"5,000,000"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,16:15,,1.0,Qeshm,320C,2216,بیزنس-چارتری,"6,500,000"
قشم,GSM,تهران,THR,شنبه 28 مرداد,1402/05/28,16:20,,9.0,Qeshm,DEFA,1240,با ضمانت,"1,639,520"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:45,,6.0,j1,Y,4807,چارتری,"7,123,680"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:45,,6.0,j1,321Y,4807,چارتری,"7,200,000"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:45,,4.0,Mahan,Y,114,با ضمانت-چارتری,"9,204,900"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,16:45,,6.0,Meraj,Y,4807,با ضمانت-چارتری,"7,056,100"
مشهد,MHD,دبی,DXB,شنبه 28 مرداد,1402/05/28,16:55,18:40,8.0,DUBAI,B737-800Y,251,با ضمانت-چارتری,"8,581,200"
مشهد,MHD,دبی,DXB,شنبه 28 مرداد,1402/05/28,16:55,,8.0,DUBAI,B737-800Y,251,چارتری,"8,500,000"
تهران,THR,خرم آباد,KHD,شنبه 28 مرداد,1402/05/28,17:00,18:15,,Mahan,BAE-90Y_D,1005,با ضمانت-سیستمی,"898,300"
دبی,DXB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:00,19:05,,Mahan,MMC-AB340Y_D,65,با ضمانت-سیستمی,"5,308,600"
دبی,DXB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:00,19:30,2.0,Mahan,Y,65,با ضمانت-چارتری,"4,762,400"
دبی,DXB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:00,,2.0,Mahan,Y,65,چارتری,"4,800,000"
مشهد,MHD,تهران,THR,شنبه 28 مرداد,1402/05/28,17:10,18:30,,ATA,733TOR,5629,با ضمانت-خدمات گردشگری,"1,550,000"
کیش,KIH,شیراز,SYZ,شنبه 28 مرداد,1402/05/28,17:30,18:15,9.0,Kish,MD8RR,7061,با ضمانت,"1,025,500"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,17:30,19:30,4.0,Iraqi,B737 MAXY,113,با ضمانت-چارتری,"4,736,900"
بغداد,BGW,مشهد,MHD,شنبه 28 مرداد,1402/05/28,17:30,,7.0,Taban,320Y,7287,چارتری,"6,000,000"
بغداد,BGW,مشهد,MHD,شنبه 28 مرداد,1402/05/28,17:30,,6.0,Taban,320C,7287,بیزنس-چارتری,"11,000,000"
کیش,KIH,شیراز,SYZ,شنبه 28 مرداد,1402/05/28,17:30,,9.0,Kish,MD8RR,7061,,"1,024,900"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,17:30,,4.0,Iraqi,B737 MAXY,113,چارتری,"4,678,600"
بغداد,BGW,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:35,08:06,9.0,BAGHDAD, 737Y,552,با ضمانت-چارتری,"5,462,600"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,17:35,19:10,6.0,Iranair,AB3Y,5318,با ضمانت-چارتری,"5,462,600"
بغداد,BGW,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:35,,9.0,BAGHDAD,Y,552,چارتری,"5,183,865"
بغداد,BGW,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:35,,9.0,BAGHDAD,Y,552,چارتری,"5,905,000"
بغداد,BGW,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:35,,3.0,BAGHDAD,Y,552,با ضمانت-چارتری,"9,436,300"
بندرعباس,BND,دبی,DXB,شنبه 28 مرداد,1402/05/28,17:55,18:25,8.0,DUBAI,B737-800Y,243,با ضمانت-چارتری,"8,078,200"
نجف,NJF,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,17:55,,7.0,Aseman,Y,584,با ضمانت-چارتری,"5,563,200"
بندرعباس,BND,دبی,DXB,شنبه 28 مرداد,1402/05/28,17:55,,5.0,DUBAI,73HFS,243,چارتری,"6,630,000"
بندرعباس,BND,دبی,DXB,شنبه 28 مرداد,1402/05/28,17:55,,8.0,DUBAI,Y,243,چارتری,"8,000,000"
کیش,KIH,مشهد,MHD,شنبه 28 مرداد,1402/05/28,18:00,,6.0,Sepehran,Y,4335,,"1,803,500"
اردبیل,ADU,تهران,THR,شنبه 28 مرداد,1402/05/28,18:10,19:25,,Mahan,BAE-87Y_D,1026,با ضمانت-سیستمی,"1,024,400"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,18:20,,5.0,Iranair,A300B4-605RV,769,با ضمانت-سیستمی,"8,757,500"
نجف,NJF,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,18:30,20:00,7.0,Zagros,Y,3097,با ضمانت-چارتری,"6,066,200"
تهران,THR,کیش,KIH,شنبه 28 مرداد,1402/05/28,18:30,20:15,9.0,Kish,MD8RR,7054,با ضمانت,"1,743,928"
نجف,NJF,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,18:30,,7.0,Zagros,Y,3097,چارتری,"6,000,000"
تهران,THR,کیش,KIH,شنبه 28 مرداد,1402/05/28,18:30,,9.0,Kish,RR,7054,,"1,753,600"
مشهد,MHD,بغداد,BGW,شنبه 28 مرداد,1402/05/28,18:30,,3.0,Iraqi,B737 MAXY,161,چارتری,"7,269,000"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,18:45,,5.0,Qeshm,Y,2215,با ضمانت-چارتری,"9,013,800"
تهران (امام خمینی),IKA,بغداد,BGW,شنبه 28 مرداد,1402/05/28,18:45,,7.0,j1,320W,4822,چارتری,"5,500,000"
تهران (امام خمینی),IKA,بغداد,BGW,شنبه 28 مرداد,1402/05/28,18:45,,5.0,j1,320C,4822,بیزنس-چارتری,"8,000,000"
تبریز,TBZ,تهران,THR,شنبه 28 مرداد,1402/05/28,19:00,20:00,,ATA,M83TOR,5668,با ضمانت-خدمات گردشگری,"1,370,800"
یزد,AZD,مشهد,MHD,شنبه 28 مرداد,1402/05/28,19:00,20:30,6.0,Aseman,737D,618,با ضمانت-سیستمی بیزنس,"3,070,300"
یزد,AZD,مشهد,MHD,شنبه 28 مرداد,1402/05/28,19:00,20:30,6.0,Aseman,737D,618,با ضمانت-بیزنس,"3,041,990"
کیش,KIH,تهران,THR,شنبه 28 مرداد,1402/05/28,19:00,20:45,9.0,Kish,MD8RR,7125,با ضمانت,"1,743,928"
تهران (امام خمینی),IKA,ایروان,EVN,شنبه 28 مرداد,1402/05/28,19:15,20:00,5.0,Airtour,MD82Y,9725,با ضمانت-چارتری,"5,764,400"
دبی,DXB,قشم,GSM,شنبه 28 مرداد,1402/05/28,19:15,20:40,9.0,Qeshm,DEFS,2200,با ضمانت-چارتری,"8,062,610"
دبی,DXB,قشم,GSM,شنبه 28 مرداد,1402/05/28,19:15,20:40,9.0,Qeshm,DEFY,2200,با ضمانت-چارتری,"7,536,210"
دبی,DXB,قشم,GSM,شنبه 28 مرداد,1402/05/28,19:15,20:40,9.0,Qeshm,DEFB,2200,با ضمانت-چارتری,"6,799,430"
دبی,DXB,قشم,GSM,شنبه 28 مرداد,1402/05/28,19:15,20:40,9.0,Qeshm,DEFH,2200,با ضمانت-چارتری,"6,077,140"
دبی,DXB,قشم,GSM,شنبه 28 مرداد,1402/05/28,19:15,20:40,1.0,Qeshm,DEFK,2200,با ضمانت-چارتری,"5,392,980"
تهران,THR,کیش,KIH,شنبه 28 مرداد,1402/05/28,19:15,21:00,9.0,Kish,MD8RR,7024,با ضمانت,"1,743,928"
تهران,THR,مشهد,MHD,شنبه 28 مرداد,1402/05/28,19:30,20:50,,ATA,733TOR,5630,با ضمانت-خدمات گردشگری,"1,550,000"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,19:30,22:30,7.0,Airtour,A310Y,9702,با ضمانت-سیستمی,"7,800,000"
استانبول,IST,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,19:30,,7.0,Airtour,A310Y,9702,با ضمانت-چارتری,"8,581,200"
دبی,DXB,بندرعباس,BND,شنبه 28 مرداد,1402/05/28,19:30,,5.0,DUBAI,737Y,244,چارتری,"5,418,000"
دبی,DXB,بندرعباس,BND,شنبه 28 مرداد,1402/05/28,19:30,,6.0,DUBAI,Y,244,چارتری,"5,500,000"
تهران (امام خمینی),IKA,ایروان,EVN,شنبه 28 مرداد,1402/05/28,19:30,,8.0,Varesh,737Y,6818,چارتری,"5,000,000"
دبی,DXB,مشهد,MHD,شنبه 28 مرداد,1402/05/28,19:40,,6.0,DUBAI,B737-800Y,252,چارتری,"8,200,000"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,19:55,21:55,9.0,Aseman,737Y,585,با ضمانت-چارتری,"5,160,800"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,19:55,21:55,4.0,Aseman,737C,585,با ضمانت-بیزنس-چارتری,"7,072,200"
تهران,THR,اصفهان,IFN,شنبه 28 مرداد,1402/05/28,20:00,,3.0,Iranair,A320-200J,253,با ضمانت-سیستمی بیزنس,"1,552,000"
مشهد,MHD,بغداد,BGW,شنبه 28 مرداد,1402/05/28,20:00,,9.0,Taban,320Y,7288,چارتری,"5,880,000"
تهران,THR,اردبیل,ADU,شنبه 28 مرداد,1402/05/28,20:10,21:20,,Mahan,BAE-87Y_D,1027,با ضمانت-سیستمی,"1,024,400"
استانبول,IST,تبریز,TBZ,شنبه 28 مرداد,1402/05/28,20:10,21:40,6.0,ATA,320Y,6601,با ضمانت-چارتری,"7,072,200"
استانبول,IST,تبریز,TBZ,شنبه 28 مرداد,1402/05/28,20:10,,5.0,ATA,M82Y,6601,چارتری,"6,700,000"
استانبول,IST,تبریز,TBZ,شنبه 28 مرداد,1402/05/28,20:10,,6.0,ATA,320Y,6601,چارتری,"7,000,000"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,20:20,,6.0,j1,Y,4806,چارتری,"5,780,230"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,20:20,,6.0,j1,321V,4806,چارتری,"6,400,000"
کیش,KIH,تهران,THR,شنبه 28 مرداد,1402/05/28,20:25,22:10,9.0,Kish,MD8RR,7053,با ضمانت,"1,743,928"
تهران,THR,مشهد,MHD,شنبه 28 مرداد,1402/05/28,20:30,21:40,2.0,ATA,M83TOR,5614,با ضمانت-خدمات گردشگری,"1,550,000"
تهران (امام خمینی),IKA,دبی,DXB,شنبه 28 مرداد,1402/05/28,20:40,22:55,1.0,Mahan,MMC-AB340C_D,64,با ضمانت-سیستمی بیزنس,"35,520,000"
تهران (امام خمینی),IKA,دبی,DXB,شنبه 28 مرداد,1402/05/28,20:40,22:55,,Mahan,MMC-AB340Y_D,64,با ضمانت-سیستمی,"25,050,000"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,20:45,23:15,7.0,Zagros,320Y,3096,با ضمانت-چارتری,"6,066,200"
تهران (امام خمینی),IKA,نجف,NJF,شنبه 28 مرداد,1402/05/28,20:45,,7.0,Zagros,320Y,3096,چارتری,"6,000,000"
تهران,THR,تبریز,TBZ,شنبه 28 مرداد,1402/05/28,21:00,22:00,,ATA,M83TOR,5667,با ضمانت-خدمات گردشگری,"1,370,800"
تهران,THR,مشهد,MHD,شنبه 28 مرداد,1402/05/28,21:00,22:30,,Zagros,MD8TOR,4056,با ضمانت-خدمات گردشگری,"1,550,000"
تهران (امام خمینی),IKA,آنتالیا,AYT,شنبه 28 مرداد,1402/05/28,21:00,,7.0,Turkish,Y,3052,چارتری,"15,389,000"
تهران (امام خمینی),IKA,دبی,DXB,شنبه 28 مرداد,1402/05/28,21:10,,3.0,Mahan,Y,64,چارتری,"8,000,000"
مشهد,MHD,یزد,AZD,شنبه 28 مرداد,1402/05/28,21:15,22:45,,Aseman,737D,619,با ضمانت-سیستمی بیزنس,"3,070,300"
مشهد,MHD,یزد,AZD,شنبه 28 مرداد,1402/05/28,21:15,22:45,9.0,Aseman,737D,619,با ضمانت-بیزنس,"3,041,990"
کیش,KIH,تهران,THR,شنبه 28 مرداد,1402/05/28,21:15,23:00,9.0,Kish,MD8RR,7081,با ضمانت,"1,743,928"
تهران,THR,گرگان,GBT,شنبه 28 مرداد,1402/05/28,21:20,22:20,9.0,Qeshm,DEFA,1295,با ضمانت,"1,127,908"
تهران,THR,آبادان,ABD,شنبه 28 مرداد,1402/05/28,21:35,23:05,,Qeshm,DEFA,1217,با ضمانت-سیستمی,"1,278,300"
تهران,THR,آبادان,ABD,شنبه 28 مرداد,1402/05/28,21:35,23:05,9.0,Qeshm,DEFA,1217,با ضمانت,"1,249,668"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,21:40,00:40,1.0,Mahan,MMC-AB340C_D,115,با ضمانت-سیستمی بیزنس,"18,005,800"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,21:40,00:40,,Mahan,MMC-AB340Y_D,115,با ضمانت-سیستمی,"12,282,600"
قشم,GSM,دبی,DXB,شنبه 28 مرداد,1402/05/28,21:40,22:05,8.0,Qeshm,DEFS,2201,با ضمانت-چارتری,"10,934,560"
قشم,GSM,دبی,DXB,شنبه 28 مرداد,1402/05/28,21:40,22:05,2.0,Qeshm,DEFY,2201,با ضمانت-چارتری,"10,115,480"
قشم,GSM,دبی,DXB,شنبه 28 مرداد,1402/05/28,21:40,22:05,5.0,Qeshm,DEFB,2201,با ضمانت-چارتری,"9,424,696"
قشم,GSM,دبی,DXB,شنبه 28 مرداد,1402/05/28,21:40,22:05,6.0,Qeshm,DEFH,2201,با ضمانت-چارتری,"8,862,290"
قشم,GSM,دبی,DXB,شنبه 28 مرداد,1402/05/28,21:40,22:05,4.0,Qeshm,DEFK,2201,با ضمانت-چارتری,"8,043,216"
قشم,GSM,دبی,DXB,شنبه 28 مرداد,1402/05/28,21:40,22:05,2.0,Qeshm,DEFL,2201,با ضمانت-چارتری,"7,352,520"
آنکارا,ESB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,21:45,00:15,4.0,Qeshm,320C,2263,با ضمانت-بیزنس-چارتری,"8,078,200"
آنکارا,ESB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,21:45,00:15,6.0,Qeshm,320Y,2263,با ضمانت-چارتری,"6,066,200"
آنکارا,ESB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,21:45,00:15,6.0,Qeshm,Y,2263,با ضمانت-چارتری,"5,764,400"
آنکارا,ESB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,21:45,00:15,5.0,Qeshm,Y,2263,با ضمانت-چارتری,"5,764,400"
اصفهان,IFN,کیش,KIH,شنبه 28 مرداد,1402/05/28,21:45,23:00,9.0,Kish,MD8RR,7022,با ضمانت,"1,310,030"
آنکارا,ESB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,21:45,,7.0,Qeshm,320Y,2263,چارتری,"5,800,000"
آنکارا,ESB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,21:45,,6.0,Qeshm,320Y,2263,چارتری,"6,000,000"
آنکارا,ESB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,21:45,,4.0,Qeshm,320C,2263,بیزنس-چارتری,"8,000,000"
تهران,THR,بوشهر,BUZ,شنبه 28 مرداد,1402/05/28,22:00,23:15,,Varesh,735TOR,5873,با ضمانت-خدمات گردشگری,"1,698,600"
تهران (امام خمینی),IKA,دبی,DXB,شنبه 28 مرداد,1402/05/28,22:00,23:45,8.0,DUBAI,B737-800Y,1929,با ضمانت-چارتری,"7,575,200"
تهران (امام خمینی),IKA,دبی,DXB,شنبه 28 مرداد,1402/05/28,22:00,,6.0,DUBAI,7M8Y,1929,چارتری,"7,500,000"
ازمیر,ADB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,22:20,00:50,7.0,Caspian,737Y,7912,با ضمانت-چارتری,"9,989,600"
ازمیر,ADB,تهران (امام خمینی),IKA,شنبه 28 مرداد,1402/05/28,22:20,,7.0,Caspian,737Y,7912,چارتری,"9,900,000"
بغداد,BGW,مشهد,MHD,شنبه 28 مرداد,1402/05/28,22:30,,1.0,Iraqi,B737 MAXC,162,بیزنس-چارتری,"8,553,000"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,22:30,,8.0,Iranair,AB6Y,768,چارتری,"6,320,500"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,22:30,,9.0,Iranair,A300B4-605RV,768,با ضمانت-سیستمی,"8,761,000"
تهران,THR,آبادان,ABD,شنبه 28 مرداد,1402/05/28,22:40,,,Iranair,F-100Y,264,با ضمانت-سیستمی,"1,277,000"
تهران,THR,مشهد,MHD,شنبه 28 مرداد,1402/05/28,22:45,23:50,,Varesh,735TOR,5841,با ضمانت-خدمات گردشگری,"1,550,000"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,22:45,,5.0,Qeshm,AB6W,2214,چارتری,"9,030,000"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,22:45,,9.0,Qeshm,AirbusY,2214,چارتری,"9,499,000"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,22:45,,5.0,Qeshm,AB6Y,2214,چارتری,"9,500,000"
مشهد,MHD,تهران,THR,شنبه 28 مرداد,1402/05/28,22:50,00:10,,ATA,M83TOR,5613,با ضمانت-خدمات گردشگری,"1,550,000"
تهران,THR,اصفهان,IFN,شنبه 28 مرداد,1402/05/28,22:55,,9.0,Iranair,Y,3511,,"973,500"
تهران,THR,اصفهان,IFN,شنبه 28 مرداد,1402/05/28,22:55,,,Iranair,ATR72-600Y,3511,با ضمانت-سیستمی,"973,500"
تهران,THR,قشم,GSM,شنبه 28 مرداد,1402/05/28,23:05,01:05,9.0,Qeshm,DEFA,1241,با ضمانت,"1,639,520"
تهران (امام خمینی),IKA,استانبول (صابیها),SAW,شنبه 28 مرداد,1402/05/28,23:10,02:40,5.0,Pegasus, 321Y,512,با ضمانت-چارتری,"6,267,400"
شیراز,SYZ,کیش,KIH,شنبه 28 مرداد,1402/05/28,23:10,23:55,9.0,Kish,MD8RR,7078,با ضمانت,"1,025,500"
شیراز,SYZ,کیش,KIH,شنبه 28 مرداد,1402/05/28,23:10,,9.0,Kish,RR,7078,,"1,024,900"
تهران,THR,استانبول,IST,شنبه 28 مرداد,1402/05/28,23:15,,2.0,ATA,AirbusY,6620,چارتری,"5,750,000"
تهران (امام خمینی),IKA,استانبول,IST,شنبه 28 مرداد,1402/05/28,23:15,,7.0,ATA,AirbusY,6620,چارتری,"6,400,000"
تهران,THR,آبادان,ABD,شنبه 28 مرداد,1402/05/28,23:30,00:50,,Aseman,100Y,861,با ضمانت-سیستمی,"1,278,300"
تهران,THR,آبادان,ABD,شنبه 28 مرداد,1402/05/28,23:30,00:50,9.0,Aseman,100Y,861,با ضمانت,"1,275,330"
مشهد,MHD,تهران,THR,شنبه 28 مرداد,1402/05/28,23:30,01:00,,Zagros,MD8TOR,4057,با ضمانت-خدمات گردشگری,"1,550,000"
مشهد,MHD,تهران,THR,شنبه 28 مرداد,1402/05/28,23:30,01:00,,Zagros,MD8TOR,4057,با ضمانت-خدمات گردشگری,"1,517,700"
نجف,NJF,مشهد,MHD,شنبه 28 مرداد,1402/05/28,23:30,,9.0,Taban,320Y,7265,چارتری,"7,500,000"
تبریز,TBZ,استانبول,IST,شنبه 28 مرداد,1402/05/28,23:45,02:45,7.0,Airtour,A310Y51,9708,با ضمانت-سیستمی,"4,700,000"
تبریز,TBZ,استانبول,IST,شنبه 28 مرداد,1402/05/28,23:45,02:45,6.0,Airtour,A310Y36,9708,با ضمانت-سیستمی,"3,950,000"
تبریز,TBZ,استانبول,IST,شنبه 28 مرداد,1402/05/28,23:45,03:15,7.0,Airtour,A310Y51,9708,با ضمانت-چارتری,"4,758,400"
تبریز,TBZ,استانبول,IST,شنبه 28 مرداد,1402/05/28,23:45,03:15,6.0,Airtour,A310Y36,9708,با ضمانت-چارتری,"4,003,900"
تهران,THR,شیراز,SYZ,شنبه 28 مرداد,1402/05/28,23:50,01:05,,Zagros,MD8TOR,4076,با ضمانت-خدمات گردشگری,"1,550,000"
مشهد,MHD,تهران,THR,شنبه 28 مرداد,1402/05/28,23:50,01:10,,ATA,M83TOR,5619,با ضمانت-خدمات گردشگری,"1,550,000"
تهران,THR,شیراز,SYZ,شنبه 28 مرداد,1402/05/28,23:50,01:10,9.0,ATA,733TOR,5624,با ضمانت-خدمات گردشگری,"1,550,000"
کیش,KIH,شیراز,SYZ,شنبه 28 مرداد,1402/05/28,23:59,01:00,9.0,Kish,MD8RR,7079,با ضمانت,"1,025,500"
کیش,KIH,اصفهان,IFN,شنبه 28 مرداد,1402/05/28,23:59,01:15,9.0,Kish,MD8RR,7023,با ضمانت,"1,310,030"
تهران,THR,کیش,KIH,شنبه 28 مرداد,1402/05/28,23:59,01:45,9.0,Kish,MD8RR,7080,با ضمانت,"1,743,928"
کیش,KIH,اصفهان,IFN,شنبه 28 مرداد,1402/05/28,23:59,,9.0,Kish,RR,7023,,"1,313,500"
تهران,THR,کیش,KIH,شنبه 28 مرداد,1402/05/28,23:59,,9.0,Kish,MD8RR,7080,,"1,753,600"
کیش,KIH,شیراز,SYZ,شنبه 28 مرداد,1402/05/28,23:59,,9.0,Kish,MD8RR,7079,,"1,024,900"
ازمیر,ADB,تهران (امام خمینی),IKA,یکشنبه 29 مرداد,1402/05/29,00:30,03:00,5.0,Airtour,A310J,9740,با ضمانت-بیزنس-چارتری,"10,593,200"
ازمیر,ADB,تهران (امام خمینی),IKA,یکشنبه 29 مرداد,1402/05/29,00:30,03:00,8.0,Airtour,A310Y,9740,با ضمانت-چارتری,"9,084,200"
ازمیر,ADB,تهران (امام خمینی),IKA,یکشنبه 29 مرداد,1402/05/29,00:30,03:30,5.0,Airtour,A310J,9740,با ضمانت-سیستمی بیزنس,"10,500,000"
ازمیر,ADB,تهران (امام خمینی),IKA,یکشنبه 29 مرداد,1402/05/29,00:30,03:30,7.0,Airtour,A310Y,9740,با ضمانت-سیستمی,"9,000,000"
تهران,THR,مشهد,MHD,یکشنبه 29 مرداد,1402/05/29,00:45,02:00,7.0,j1,319TOR,2805,با ضمانت-خدمات گردشگری,"1,550,000"
دبی,DXB,تهران (امام خمینی),IKA,یکشنبه 29 مرداد,1402/05/29,00:45,03:30,8.0,DUBAI,B737-800Y,1930,با ضمانت-چارتری,"4,859,000"
دبی,DXB,تهران (امام خمینی),IKA,یکشنبه 29 مرداد,1402/05/29,00:45,03:30,8.0,DUBAI,Y,1930,با ضمانت-چارتری,"4,714,100"
دبی,DXB,تهران (امام خمینی),IKA,یکشنبه 29 مرداد,1402/05/29,00:45,,6.0,DUBAI,737Y,1930,چارتری,"4,800,000"
شیراز,SYZ,آبادان,ABD,یکشنبه 29 مرداد,1402/05/29,00:55,02:00,9.0,Aseman,100Y,3821,با ضمانت,"900,730"
تهران (امام خمینی),IKA,آنکارا,ESB,یکشنبه 29 مرداد,1402/05/29,01:45,05:15,4.0,Qeshm,320C,2262,با ضمانت-بیزنس-چارتری,"8,078,200"
تهران (امام خمینی),IKA,آنکارا,ESB,یکشنبه 29 مرداد,1402/05/29,01:45,05:15,7.0,Qeshm,320Y,2262,با ضمانت-چارتری,"5,362,000"
تهران (امام خمینی),IKA,آنکارا,ESB,یکشنبه 29 مرداد,1402/05/29,01:45,,7.0,Qeshm,320W,2262,چارتری,"5,300,000"
مشهد,MHD,نجف,NJF,یکشنبه 29 مرداد,1402/05/29,02:00,,9.0,Taban,320Y,7266,چارتری,"6,125,000"
تهران,THR,کیش,KIH,یکشنبه 29 مرداد,1402/05/29,02:15,04:00,9.0,Kish,MD8RR,7124,با ضمانت,"1,743,928"
