departure_city_0,departure_city_1,departure_city_2,departure_city_3,departure_city_4,departure_city_5,arrival_city_0,arrival_city_1,arrival_city_2,arrival_city_3,arrival_city_4,arrival_city_5,company_name_0,company_name_1,company_name_2,company_name_3,company_name_4,company_name_5,flight_capacity,fare_class_code_0,fare_class_code_1,fare_class_code_2,fare_class_code_3,fare_class_code_4,fare_class_code_5,fare_class_code_6,ticket_price_T,year,month,day,duration_sec,flight_sale_type_Charter,flight_sale_type_Scheduled,dep_flight_time_afternoon,dep_flight_time_evening,dep_flight_time_mid_night,dep_flight_time_morning,dep_flight_time_night
1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,9,0,0,1,0,0,1,1,3564200,1402,5,28,10080,0,1,1,0,0,0,0
1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,9,0,0,1,0,0,1,1,3528916,1402,5,28,9960,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,1,4808700,1402,5,28,7740,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,7,0,0,0,0,0,0,1,5060200,1402,5,28,8160,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,0,0,1,4959600,1402,5,28,7740,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,6569200,1402,5,28,7680,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,1,5000000,1402,5,28,7800,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,0,0,0,1,4900000,1402,5,28,7920,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,0,0,0,1,5000000,1402,5,28,7860,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,6500000,1402,5,28,8100,1,0,1,0,0,0,0
0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,9,0,0,1,1,1,0,1,1639520,1402,5,28,9420,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,9204900,1402,5,28,12480,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,6,0,0,0,0,0,0,1,7056100,1402,5,28,13380,1,0,1,0,0,0,0
0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,8581200,1402,5,28,10080,1,0,1,0,0,0,0
0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,8500000,1402,5,28,9840,1,0,1,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,898300,1402,5,28,6180,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,5308600,1402,5,28,10260,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,4762400,1402,5,28,8940,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,4800000,1402,5,28,9540,1,0,1,0,0,0,0
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1,1550000,1402,5,28,7320,1,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1025500,1402,5,28,7200,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,1,0,0,0,0,1,0,4736900,1402,5,28,7980,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,6000000,1402,5,28,11160,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,11000000,1402,5,28,10740,1,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1024900,1402,5,28,6360,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,1,0,0,0,0,1,0,4678600,1402,5,28,8700,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,9,0,0,0,0,0,0,1,5462600,1402,5,28,7140,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6,0,0,0,0,0,0,1,5462600,1402,5,28,7500,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,9,0,0,0,0,0,0,1,5183865,1402,5,28,7800,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,9,0,0,0,0,0,0,1,5905000,1402,5,28,7740,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,1,9436300,1402,5,28,7740,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,8078200,1402,5,28,5940,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,7,0,0,0,0,0,0,1,5563200,1402,5,28,8340,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1,0,1,0,1,0,6630000,1402,5,28,5880,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,8000000,1402,5,28,6120,1,0,1,0,0,0,0
0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,6,0,0,0,0,0,0,1,1803500,1402,5,28,9840,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1024400,1402,5,28,6840,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,5,0,0,1,1,1,1,0,8757500,1402,5,28,13500,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,6066200,1402,5,28,7620,1,0,0,1,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,28,8940,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,6000000,1402,5,28,8460,1,0,0,1,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1753600,1402,5,28,8760,1,0,0,1,0,0,0
0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,1,0,7269000,1402,5,28,10680,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,5,0,0,0,0,0,0,1,9013800,1402,5,28,13020,1,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,1,1370800,1402,5,28,7080,1,0,0,1,0,0,0
0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,6,0,0,1,0,0,1,1,3070300,1402,5,28,7560,0,1,0,1,0,0,0
0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,6,0,0,1,0,0,1,1,3041990,1402,5,28,7260,0,1,0,1,0,0,0
0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,28,9420,1,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,0,1,5764400,1402,5,28,8100,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,9,0,1,1,0,0,0,1,8062610,1402,5,28,5880,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,9,0,0,0,0,0,0,1,7536210,1402,5,28,5820,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,9,0,0,0,1,0,0,1,6799430,1402,5,28,5820,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,9,0,0,0,1,0,1,0,6077140,1402,5,28,6000,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,5392980,1402,5,28,6180,1,0,0,1,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,28,9180,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,7,0,0,0,0,0,0,1,1550000,1402,5,28,7980,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,7,0,0,0,0,0,0,1,7800000,1402,5,28,13020,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,7,0,0,0,0,0,0,1,8581200,1402,5,28,12900,1,0,0,1,0,0,0
0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,5418000,1402,5,28,6060,1,0,0,1,0,0,0
0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,5500000,1402,5,28,5340,1,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,1,5000000,1402,5,28,8580,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,8200000,1402,5,28,10200,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,9,0,0,0,0,0,0,1,5160800,1402,5,28,7500,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,4,0,0,0,0,0,1,0,7072200,1402,5,28,8220,1,0,0,1,0,0,0
0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,1,0,0,0,1552000,1402,5,28,6480,0,1,0,0,0,0,1
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,5880000,1402,5,28,10620,1,0,0,0,0,0,1
1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,1024400,1402,5,28,7020,0,1,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,6,0,0,0,0,0,0,1,7072200,1402,5,28,10740,1,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,5,0,0,0,0,0,0,1,6700000,1402,5,28,10920,1,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,6,0,0,0,0,0,0,1,7000000,1402,5,28,10380,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,28,9120,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1550000,1402,5,28,7680,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,35520000,1402,5,28,10320,0,1,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,25050000,1402,5,28,9780,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,0,1,6066200,1402,5,28,8040,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,0,1,6000000,1402,5,28,7740,1,0,0,0,0,0,1
1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,7,0,0,0,0,0,0,1,1370800,1402,5,28,7200,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,0,1,1550000,1402,5,28,8400,1,0,0,0,0,0,1
0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,7,0,0,0,0,0,0,1,15389000,1402,5,28,12360,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,8000000,1402,5,28,10080,1,0,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,9,0,0,1,0,0,1,1,3070300,1402,5,28,7500,0,1,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,9,0,0,1,0,0,1,1,3041990,1402,5,28,7200,0,1,0,0,0,0,1
0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,28,8700,1,0,0,0,0,0,1
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,1,1,1,0,1,1127908,1402,5,28,6540,0,1,0,0,0,0,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,1,1,1,0,1,1278300,1402,5,28,7560,0,1,0,0,0,0,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,1,1,1,0,1,1249668,1402,5,28,7860,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,18005800,1402,5,28,12960,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,1,12282600,1402,5,28,13320,0,1,0,0,0,0,1
0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,8,0,1,1,0,0,0,1,10934560,1402,5,28,5880,1,0,0,0,0,0,1
0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,10115480,1402,5,28,5040,1,0,0,0,0,0,1
0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,5,0,0,0,1,0,0,1,9424696,1402,5,28,5820,1,0,0,0,0,0,1
0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,6,0,0,0,1,0,1,0,8862290,1402,5,28,5040,1,0,0,0,0,0,1
0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,4,0,0,0,1,0,1,1,8043216,1402,5,28,5520,1,0,0,0,0,0,1
0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,2,0,0,0,1,1,0,0,7352520,1402,5,28,5760,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,8078200,1402,5,28,11400,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,6,0,0,0,0,0,0,1,6066200,1402,5,28,11400,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,6,0,0,0,0,0,0,1,5764400,1402,5,28,11580,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,5764400,1402,5,28,11580,1,0,0,0,0,0,1
0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1310030,1402,5,28,7740,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,7,0,0,0,0,0,0,1,5800000,1402,5,28,11340,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,6,0,0,0,0,0,0,1,6000000,1402,5,28,11820,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,8000000,1402,5,28,11520,1,0,0,0,0,0,1
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,1,1698600,1402,5,28,8100,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,8,0,0,0,0,0,0,1,7575200,1402,5,28,9720,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,1,7500000,1402,5,28,9780,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,7,0,0,0,0,0,0,1,9989600,1402,5,28,12780,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,7,0,0,0,0,0,0,1,9900000,1402,5,28,13440,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,8553000,1402,5,28,11160,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,1,6320500,1402,5,28,12720,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,9,0,0,1,1,1,1,0,8761000,1402,5,28,13020,0,1,0,0,0,0,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5,0,0,0,0,0,0,1,1277000,1402,5,28,8340,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,1,1550000,1402,5,28,7440,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,1,1,0,1,9030000,1402,5,28,12840,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,0,0,0,1,9499000,1402,5,28,13140,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,0,0,1,9500000,1402,5,28,12540,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1,1550000,1402,5,28,8280,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,9,0,0,0,0,0,0,1,973500,1402,5,28,6600,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,9,0,0,0,0,0,0,1,973500,1402,5,28,6060,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,1,1,1,0,1,1639520,1402,5,28,9240,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,6267400,1402,5,28,12900,1,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1025500,1402,5,28,6360,1,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1024900,1402,5,28,6660,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,5750000,1402,5,28,13260,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,7,0,0,0,0,0,0,1,6400000,1402,5,28,13200,1,0,0,0,0,0,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,9,0,0,0,0,0,0,1,1278300,1402,5,28,7800,0,1,0,0,0,0,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,9,0,0,0,0,0,0,1,1275330,1402,5,28,7380,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,1,1550000,1402,5,28,8100,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,1,1517700,1402,5,28,8040,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,7500000,1402,5,28,11280,1,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,7,0,1,1,0,0,1,0,4700000,1402,5,28,11160,0,1,0,0,0,0,1
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,6,1,0,1,0,1,1,1,3950000,1402,5,28,10440,0,1,0,0,0,0,1
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,7,0,1,1,0,0,1,0,4758400,1402,5,28,11400,1,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,6,1,0,1,0,1,1,1,4003900,1402,5,28,11220,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,9,0,0,0,0,0,0,1,1550000,1402,5,28,7440,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1,1550000,1402,5,28,8040,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,9,0,0,0,0,0,0,1,1550000,1402,5,28,8040,1,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1025500,1402,5,28,6180,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1310030,1402,5,28,8040,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,28,9240,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1313500,1402,5,28,7620,1,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1753600,1402,5,28,9660,1,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1024900,1402,5,28,6480,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,10593200,1402,5,29,13080,1,0,0,0,1,0,0
0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,8,0,0,0,0,0,0,1,9084200,1402,5,29,12780,1,0,0,0,1,0,0
0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,10500000,1402,5,29,13740,0,1,0,0,1,0,0
0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,7,0,0,0,0,0,0,1,9000000,1402,5,29,13260,0,1,0,0,1,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,4859000,1402,5,29,9900,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,4714100,1402,5,29,9960,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,4800000,1402,5,29,9720,1,0,0,0,1,0,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,9,0,0,0,0,0,0,1,900730,1402,5,29,6240,1,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,1,0,8078200,1402,5,29,11400,1,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,7,0,0,0,0,0,0,1,5362000,1402,5,29,11160,1,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,7,0,0,0,1,1,0,1,5300000,1402,5,29,11040,1,0,0,0,1,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,6125000,1402,5,29,10800,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,29,9540,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,0,0,0,0,1,1,1682278,1402,5,29,9120,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,0,0,0,1,0,0,1621020,1402,5,29,9600,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,1,8000000,1402,5,29,12960,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,1,0,1,0,0,1,1743928,1402,5,29,9240,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,0,0,0,0,1,1,1682278,1402,5,29,9360,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,0,0,0,1,0,0,1621020,1402,5,29,9300,1,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,5,0,0,0,0,0,0,1,6368950,1402,5,29,10860,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,6783000,1402,5,29,10200,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,7000000,1402,5,29,10620,1,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,1,1370800,1402,5,29,6780,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,10500000,1402,5,29,13560,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,7,0,0,0,0,0,0,1,8000000,1402,5,29,12720,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,10593200,1402,5,29,13080,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,7,0,0,0,0,0,0,1,9084200,1402,5,29,13860,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,5,0,0,0,0,0,0,1,9000000,1402,5,29,13320,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,6,0,0,0,0,0,0,1,8631500,1402,5,29,12900,1,0,0,0,1,0,0
