departure_city,arrival_city,company_name,flight_sale_type,flight_capacity,fare_class_code,ticket_price_T,year,month,day,dep_flight_time,duration_sec
Istanbul,Ahwaz,Karun,Charter,6,M,9025810,1402,5,20,afternoon,13260
Tehran,Al_Najaf,Zagros,Charter,7,Y,3300000,1402,5,20,afternoon,7980
Tehran,Al_Najaf,Zagros,Charter,6,Y,3700000,1402,5,20,afternoon,8340
Mashhad,Baghdad,Iraqi,Charter,7,Y,5638299,1402,5,20,afternoon,11100
Dubai,Tehran,Dubai,Charter,4,Y,10500000,1402,5,20,afternoon,9420
Istanbul,Ahwaz,Karun,Charter,1,Y,7000000,1402,5,20,afternoon,13620
Istanbul,Tehran,Iranair,Charter,5,Y,4892500,1402,5,20,afternoon,12840
Istanbul,Tehran,Iranair,Charter,5,Y,6000000,1402,5,20,afternoon,13140
Istanbul,Tehran,Iranair,Scheduled,1,RY,10901500,1402,5,20,afternoon,13500
Istanbul,Tehran,Mahan,Scheduled,3,Y,9505800,1402,5,20,afternoon,13620
Tehran,Kuwait,Jazeera,Charter,3,K,8927768,1402,5,20,afternoon,7440
Istanbul,Tehran,Qeshm,Charter,7,Y,4100000,1402,5,20,afternoon,13080
Istanbul,Tehran,Qeshm,Charter,5,Y,4179428,1402,5,20,afternoon,13200
Istanbul,Tehran,Qeshm,Charter,5,Y,4218720,1402,5,20,afternoon,12660
Istanbul,Tehran,Qeshm,Charter,7,W,4236000,1402,5,20,afternoon,13620
Istanbul,Tehran,Qeshm,Charter,9,Y,4399000,1402,5,20,afternoon,12660
Istanbul,Tehran,Qeshm,Charter,7,Y,4400000,1402,5,20,afternoon,12600
Al_Najaf,Mashhad,ATA,Charter,6,L,7072200,1402,5,20,afternoon,11040
Lar,Dubai,Dubai,Charter,2,Y,6385500,1402,5,20,afternoon,6300
Lar,Dubai,Dubai,Charter,6,Y,6749920,1402,5,20,afternoon,5520
Lar,Dubai,Dubai,Charter,6,Y,6800000,1402,5,20,afternoon,6600
Al_Najaf,Mashhad,ATA,Charter,7,Y,5635000,1402,5,20,afternoon,11040
Al_Najaf,Mashhad,ATA,Charter,6,L,6750000,1402,5,20,afternoon,11280
Rasht,Shiraz,Aseman,Charter,9,Y,1431270,1402,5,20,afternoon,8040
Tehran,Yerevan,Armenia,Charter,2,YY,11513700,1402,5,20,afternoon,8220
Tehran,Yerevan,Armenia,Charter,2,Y,10935400,1402,5,20,afternoon,7680
Tehran,Yerevan,Armenia,Charter,2,Y,10935400,1402,5,20,afternoon,8340
Tehran,Yerevan,Armenia,Charter,2,Y,10840200,1402,5,20,afternoon,8340
Shiraz,Sharjah,Arabia,Charter,7,Y,3359913,1402,5,20,afternoon,6780
Kish_Island,Tehran,Zagros,Charter,3,Y,1986900,1402,5,20,afternoon,9600
Istanbul,Tabriz,ATA,Charter,3,Y,4500000,1402,5,20,afternoon,11400
Tehran,Al_Najaf,Caspian,Charter,7,Y,3600000,1402,5,20,afternoon,7920
Dubai,Bandar_Abbas,Qeshm,Charter,5,Y,10115480,1402,5,20,afternoon,6360
Dubai,Bandar_Abbas,Qeshm,Charter,7,B,9424696,1402,5,20,afternoon,5760
Dubai,Bandar_Abbas,Qeshm,Charter,6,H,8862290,1402,5,20,afternoon,5820
Dubai,Bandar_Abbas,Qeshm,Charter,3,L,7352520,1402,5,20,afternoon,5640
Istanbul,Tehran,Airtour,Charter,3,Y41,4255400,1402,5,20,afternoon,12960
Tehran,Sharjah,Arabia,Charter,1,Y,11990000,1402,5,20,afternoon,9120
Al_Najaf,Tehran,Zagros,Charter,7,Y,4456600,1402,5,20,afternoon,8100
Al_Najaf,Tehran,Zagros,Charter,7,Y,4700000,1402,5,20,afternoon,7680
Tehran,Damascus,Caspian,Charter,5,Y,6066200,1402,5,20,afternoon,10440
Bandar_Abbas,Sari,Varesh,Charter,9,Y,2200200,1402,5,20,afternoon,8760
Kish_Island,Tehran,Varesh,Scheduled,9,KH,1692140,1402,5,20,afternoon,8820
Kish_Island,Tehran,Varesh,Scheduled,6,KI,1648500,1402,5,20,afternoon,9120
Kish_Island,Tehran,Varesh,Scheduled,6,KI,1607160,1402,5,20,afternoon,8880
Kish_Island,Tehran,Varesh,Charter,9,Y,1986900,1402,5,20,afternoon,8640
Kish_Island,Tehran,Varesh,Scheduled,9,KH,1736500,1402,5,20,afternoon,8460
Shiraz,Muscat,Qeshm,Scheduled,2,K,5642100,1402,5,20,afternoon,8580
Shiraz,Muscat,Qeshm,Charter,2,K,5478636,1402,5,20,afternoon,8400
Tehran,Damascus,Caspian,Charter,5,Y,5759850,1402,5,20,afternoon,10620
Tehran,Damascus,Caspian,Charter,5,Y,5800000,1402,5,20,afternoon,10260
Tehran,Damascus,Caspian,Charter,5,Y,5814000,1402,5,20,afternoon,10800
Tehran,Damascus,Caspian,Charter,5,W,6000000,1402,5,20,afternoon,10080
Shiraz,Muscat,Qeshm,Charter,1,Y,3839900,1402,5,20,afternoon,8280
Shiraz,Muscat,Qeshm,Charter,1,Y,3900000,1402,5,20,afternoon,8760
Shiraz,Muscat,Qeshm,Charter,1,Y,4000000,1402,5,20,afternoon,8640
Shiraz,Muscat,Qeshm,Charter,3,C,5800000,1402,5,20,afternoon,8040
Dubai,Tehran,Qeshm,Charter,1,J,16194216,1402,5,20,afternoon,9960
Dubai,Tehran,Qeshm,Charter,9,Y,9720830,1402,5,20,afternoon,9420
Dubai,Tehran,Qeshm,Charter,2,B,9030040,1402,5,20,afternoon,9480
Tehran,Dubai,Dubai,Charter,4,C,22162200,1402,5,20,afternoon,9960
Tehran,Dubai,Dubai,Charter,2,Y,5060200,1402,5,20,afternoon,9900
Tehran,Dubai,Dubai,Charter,2,Y,4909300,1402,5,20,afternoon,9240
Tehran,Dubai,Dubai,Charter,2,Y,5000000,1402,5,20,afternoon,9300
Tehran,Al_Najaf,Iranair,Scheduled,9,V,7219000,1402,5,20,afternoon,7680
Tehran,Al_Najaf,Iranair,Scheduled,9,M,5417500,1402,5,20,afternoon,7620
Kish_Island,Tehran,Mahan,Charter,9,Y,1753600,1402,5,20,afternoon,9420
Kish_Island,Tehran,Mahan,Scheduled,6,C,3380000,1402,5,20,afternoon,9540
Tbilisi,Tehran,Varesh,Charter,9,Y,4800000,1402,5,20,afternoon,8580
Mashhad,Dubai,Airtour,Scheduled,5,Y,7000000,1402,5,20,afternoon,9900
Mashhad,Dubai,Airtour,Charter,5,Y,7575200,1402,5,20,afternoon,10080
Tehran,Bushehr,Caspian,Charter,7,Y,1698600,1402,5,20,afternoon,7920
Kish_Island,Tehran,Kish,Scheduled,2,C,2538900,1402,5,20,afternoon,9420
Al_Najaf,Mashhad,Aseman,Charter,3,C,9084200,1402,5,20,afternoon,10500
Al_Najaf,Mashhad,Aseman,Charter,8,Y,5462600,1402,5,20,afternoon,10260
Shiraz,Muscat,Salam,Charter,7,Y,4200000,1402,5,20,afternoon,8580
Al_Najaf,Mashhad,Aseman,Charter,8,Y,5254600,1402,5,20,afternoon,10560
Al_Najaf,Mashhad,Caspian,Charter,7,M,5462600,1402,5,20,afternoon,10740
Al_Najaf,Mashhad,Caspian,Charter,7,Y,5261400,1402,5,20,afternoon,10440
Al_Najaf,Mashhad,Caspian,Charter,7,Y,5040000,1402,5,20,afternoon,10800
Tehran,Istanbul,Mahan,Scheduled,3,C,22659600,1402,5,20,afternoon,13680
Tehran,Istanbul,Mahan,Scheduled,3,Y,9936600,1402,5,20,afternoon,12540
Tehran,Istanbul,Mahan,Charter,3,Y,8900000,1402,5,20,afternoon,13320
Noshahr,Shiraz,Qeshm,Charter,9,Y,1329100,1402,5,20,afternoon,8100
Dubai,Mashhad,Dubai,Charter,4,Y,11599200,1402,5,20,afternoon,9960
Dubai,Mashhad,Dubai,Charter,4,Y,11500000,1402,5,20,afternoon,10200
Mashhad,Kish_Island,Kish,Charter,3,C,2588200,1402,5,20,afternoon,10080
Tehran,Dubai,Mahan,Scheduled,5,C,15898600,1402,5,20,afternoon,10080
Tabriz,Kish_Island,Airtour,Scheduled,5,Y,2136400,1402,5,20,afternoon,11160
Tabriz,Kish_Island,Airtour,Scheduled,5,Y493,2000000,1402,5,20,afternoon,10140
Tehran,Dubai,Mahan,Charter,3,Y,4959600,1402,5,20,afternoon,9840
Mashhad,Kish_Island,Kish,Charter,3,C,2610000,1402,5,20,afternoon,10140
Al_Najaf,Tehran,Iranair,Charter,7,Y,4557200,1402,5,20,afternoon,8220
Al_Najaf,Tehran,Iranair,Charter,5,Y,4758400,1402,5,20,afternoon,8160
Dubai,Bandar_Abbas,Dubai,Charter,6,Y,8581200,1402,5,20,evening,5820
Dubai,Bandar_Abbas,Dubai,Charter,4,FS,6630000,1402,5,20,evening,5760
Dubai,Bandar_Abbas,Dubai,Charter,6,Y,8500000,1402,5,20,evening,5880
Tehran,Tbilisi,Qeshm,Charter,3,W,4285000,1402,5,20,evening,8700
Tehran,Tbilisi,Qeshm,Charter,3,Y,4500000,1402,5,20,evening,7680
Tehran,Tbilisi,Qeshm,Charter,2,C,7000000,1402,5,20,evening,7740
Bushehr,Mashhad,Caspian,Charter,8,Y,2192500,1402,5,20,evening,9660
Tehran,Istanbul,Iranair,Charter,8,Y,7289500,1402,5,20,evening,13320
Tehran,Istanbul,Iranair,Scheduled,5,V,8757500,1402,5,20,evening,13200
Tehran,Al_Najaf,Zagros,Charter,7,Y,3651800,1402,5,20,evening,7800
Tehran,Batumi,Varesh,Charter,6,Y,5814000,1402,5,20,evening,9720
Tehran,Batumi,Varesh,Charter,9,Y,6000000,1402,5,20,evening,9120
Muscat,Tehran,Qeshm,Charter,2,Y,10550000,1402,5,20,evening,10980
Muscat,Tehran,Qeshm,Charter,5,Y,11000000,1402,5,20,evening,11160
Muscat,Tehran,Qeshm,Charter,3,C,13000000,1402,5,20,evening,10380
Tehran,Istanbul,Qeshm,Charter,5,Y,7500000,1402,5,20,evening,13140
Shiraz,Muscat,Salam,Charter,4,Y,4284000,1402,5,20,evening,8280
Shiraz,Muscat,Salam,Charter,5,Y,4650000,1402,5,20,evening,8580
Shiraz,Muscat,Salam,Charter,3,Y,4746060,1402,5,20,evening,8040
Tehran,Istanbul,Airtour,Charter,7,Y,7575200,1402,5,20,evening,13740
Tehran,Istanbul,Airtour,Scheduled,5,Y,7500000,1402,5,20,evening,12600
Mashhad,Baghdad,Taban,Charter,6,Y,5279863,1402,5,20,evening,10200
Mashhad,Baghdad,Taban,Charter,8,Y,5500000,1402,5,20,evening,10620
Mashhad,Baghdad,Taban,Charter,9,C,9000000,1402,5,20,evening,10740
Bandar_Abbas,Dubai,Dubai,Charter,5,Y,4953600,1402,5,20,evening,5760
Bandar_Abbas,Dubai,Dubai,Charter,8,Y,5441700,1402,5,20,evening,5700
Bandar_Abbas,Dubai,Dubai,Charter,8,Y,5500000,1402,5,20,evening,5820
Bandar_Abbas,Dubai,Dubai,Charter,9,N,11173200,1402,5,20,evening,5940
Mashhad,Dubai,Dubai,Charter,6,Y,7645443,1402,5,20,evening,10020
Mashhad,Dubai,Dubai,Charter,6,Y,7739320,1402,5,20,evening,9660
Mashhad,Dubai,Dubai,Charter,6,Y,7800000,1402,5,20,evening,10560
Kish_Island,Tehran,Airtour,Scheduled,9,Y,1753600,1402,5,20,night,9300
Kish_Island,Tehran,Kish,Charter,9,C,2538900,1402,5,20,night,9240
Kish_Island,Tehran,Kish,Charter,9,RR,1743928,1402,5,20,night,9240
Tabriz,Istanbul,ATA,Charter,6,Y,6569200,1402,5,20,night,11340
Tabriz,Istanbul,ATA,Charter,4,Y,6500000,1402,5,20,night,11340
Tabriz,Istanbul,ATA,Charter,4,Y,6783000,1402,5,20,night,11580
Tehran,Gorgan,Aseman,Scheduled,4,Y,1152300,1402,5,20,night,6240
Tehran,Gorgan,Aseman,Charter,9,Y,1151150,1402,5,20,night,6300
Al_Najaf,Tehran,Zagros,Charter,7,Y,4557200,1402,5,20,night,7620
Al_Najaf,Tehran,Zagros,Charter,7,Y,5000000,1402,5,20,night,8340
Dubai,Tehran,Airtour,Charter,5,Y,11096200,1402,5,20,night,9720
Dubai,Tehran,Airtour,Scheduled,5,Y,9900000,1402,5,20,night,9900
Baghdad,Tehran,Taban,Charter,7,Y,4410000,1402,5,20,night,7320
Baghdad,Tehran,Taban,Charter,3,C,4900000,1402,5,20,night,7380
Tbilisi,Tehran,Qeshm,Charter,5,Y,4054200,1402,5,20,night,8460
Bandar_Abbas,Tehran,Caspian,Charter,1,Y,2107800,1402,5,20,night,9180
Bandar_Abbas,Tehran,Caspian,Charter,1,Y,1946600,1402,5,20,night,9060
Tbilisi,Tehran,Qeshm,Charter,2,W,4800000,1402,5,20,night,8220
Kish_Island,Tehran,Chabahar,Charter,6,Y,1600000,1402,5,20,night,9000
Kish_Island,Tehran,Chabahar,Charter,9,Y,1730000,1402,5,20,night,9000
Istanbul,Tehran,Mahan,Scheduled,6,Y,9505800,1402,5,20,night,13440
Tehran,Dezful,Karun,Charter,6,Y,1790000,1402,5,20,night,7200
Kish_Island,Tehran,Varesh,Charter,6,H,1753600,1402,5,20,night,9360
Gorgan,Tehran,Aseman,Scheduled,8,Y,1152300,1402,5,20,night,6240
Batumi,Tehran,Varesh,Charter,8,Y,6623828,1402,5,20,night,9180
Batumi,Tehran,Varesh,Charter,8,Y,6900000,1402,5,20,night,9600
Batumi,Tehran,Varesh,Charter,5,Y,7000000,1402,5,20,night,8760
Dubai,Tehran,Dubai,Charter,4,Y,16500000,1402,5,20,night,9960
Antalya,Tehran,Pegasus,Charter,3,Y,8990000,1402,5,20,night,11280
Tehran,Izmir,Iranair,Charter,5,Y,6871000,1402,5,20,night,13320
Tehran,Izmir,Iranair,Charter,4,Y,6595000,1402,5,20,night,13140
Tehran,Izmir,Iranair,Charter,4,Y,6688850,1402,5,20,night,12840
Bandar_Abbas,Tehran,Zagros,Charter,5,Y,2107800,1402,5,20,night,9660
Bandar_Abbas,Tehran,Zagros,Charter,5,Y,2035800,1402,5,20,night,8760
Istanbul,Tehran,Qeshm,Charter,5,W,6500000,1402,5,20,night,13620
Istanbul,Tehran,Qeshm,Charter,5,Y,7500000,1402,5,20,night,13320
Tehran,Denizli,Qeshm,Charter,2,C,9084200,1402,5,20,night,12780
Tehran,Denizli,Qeshm,Charter,5,Y,7071200,1402,5,20,night,12420
Tehran,Denizli,Qeshm,Charter,5,Y,6719150,1402,5,20,night,12540
Tehran,Denizli,Qeshm,Charter,2,Y,7675800,1402,5,20,night,12300
Tehran,Denizli,Qeshm,Charter,5,Y,6999000,1402,5,20,night,12000
Tehran,Denizli,Qeshm,Charter,2,W,8000000,1402,5,20,night,12720
Tehran,Denizli,Qeshm,Charter,2,C,9000000,1402,5,20,night,12240
Tehran,Denizli,Qeshm,Charter,2,C,9500000,1402,5,20,night,12000
Istanbul,Tehran,Pegasus,Charter,9,T,6690240,1402,5,20,night,13200
Al_Najaf,Tehran,Aseman,Charter,9,Y,4456600,1402,5,20,night,7740
Al_Najaf,Tehran,Aseman,Charter,4,C,7575200,1402,5,20,night,7740
Istanbul,Tehran,ATA,Charter,5,Y,7000000,1402,5,20,night,12780
Dezful,Tehran,Karun,Charter,9,Y,1790000,1402,5,20,night,6900
Kish_Island,Tehran,Kish,Charter,9,C,2538900,1402,5,20,night,9420
Kish_Island,Tehran,Kish,Scheduled,9,RR,1743928,1402,5,20,night,9060
Istanbul,Mashhad,Airtour,Charter,5,Y,10593200,1402,5,20,night,16080
Istanbul,Mashhad,Airtour,Scheduled,5,Y,10500000,1402,5,20,night,15300
Bushehr,Tehran,Caspian,Charter,8,Y,1698600,1402,5,20,night,7980
Bushehr,Tehran,Caspian,Charter,8,Y,1438800,1402,5,20,night,8460
Bushehr,Tehran,Caspian,Charter,1,Y,1406400,1402,5,20,night,8040
Istanbul,Tabriz,Pegasus,Charter,1,Y,4607500,1402,5,20,night,10260
Istanbul,Tabriz,Pegasus,Charter,6,Y,4214290,1402,5,20,night,9960
Istanbul,Tabriz,Pegasus,Charter,7,Y,4253910,1402,5,20,night,10620
Istanbul,Tabriz,Pegasus,Charter,7,Y,5088200,1402,5,20,night,10860
Tehran,Dubai,Dubai,Charter,4,C,22162200,1402,5,21,mid_night,9600
Tehran,Dubai,Dubai,Charter,8,Y,4714100,1402,5,21,mid_night,9780
Tehran,Dubai,Dubai,Charter,8,Y,4859000,1402,5,21,mid_night,9240
Tehran,Dubai,Dubai,Charter,8,Y,4800000,1402,5,21,mid_night,9900
Tehran,Denizli,Airtour,Charter,4,J,10593200,1402,5,21,mid_night,12720
Tehran,Denizli,Airtour,Scheduled,4,J,10500000,1402,5,21,mid_night,12540
Tehran,Antalya,Tailwind,Charter,3,Y,10189800,1402,5,21,mid_night,12240
Izmir,Tehran,Iranair,Charter,6,Y,3455000,1402,5,21,mid_night,13320
Izmir,Tehran,Iranair,Charter,6,Y,3501750,1402,5,21,mid_night,13440
Istanbul,Tabriz,Turkish,Charter,2,Y,5080000,1402,5,21,mid_night,11400
Denizli,Tehran,Qeshm,Charter,2,C,3551200,1402,5,21,mid_night,12720
Denizli,Tehran,Qeshm,Charter,5,Y,2344000,1402,5,21,mid_night,12660
Tehran,Isparta,Taban,Charter,5,Y,6990000,1402,5,21,mid_night,11700
Denizli,Tehran,Qeshm,Charter,5,W,2107380,1402,5,21,mid_night,13380
Denizli,Tehran,Qeshm,Charter,5,Y,2203170,1402,5,21,mid_night,11760
Denizli,Tehran,Qeshm,Charter,5,Y,2300000,1402,5,21,mid_night,12420
Denizli,Tehran,Qeshm,Charter,5,Y,2300000,1402,5,21,mid_night,12600
Denizli,Tehran,Qeshm,Charter,5,W,2500000,1402,5,21,mid_night,13200
Denizli,Tehran,Qeshm,Charter,2,C,3500000,1402,5,21,mid_night,12120
Tehran,Istanbul,Pegasus,Charter,5,Z,9755050,1402,5,21,mid_night,13260
Tehran,Antalya,Pegasus,Charter,5,Y,9577600,1402,5,21,mid_night,12600
Tehran,Antalya,Pegasus,Charter,7,Y,8605000,1402,5,21,mid_night,12720
Tehran,Antalya,Pegasus,Charter,7,Y,8729000,1402,5,21,mid_night,12300
Tehran,Antalya,Pegasus,Charter,5,Y,9990000,1402,5,21,mid_night,12120
Tabriz,Istanbul,Pegasus,Charter,2,Y,5955500,1402,5,21,mid_night,10980
Tabriz,Istanbul,Pegasus,Charter,3,Y,5651455,1402,5,21,mid_night,11460
Tehran,Ahwaz,ATA,Charter,9,Y,1550000,1402,5,21,mid_night,7920
Tehran,Tabriz,ATA,Charter,9,Y,1370800,1402,5,21,mid_night,6960
Tehran,Al_Najaf,Varesh,Charter,9,Y,4474700,1402,5,21,mid_night,7980
Tehran,Al_Najaf,Varesh,Charter,7,Y,3752400,1402,5,21,mid_night,8100
Tehran,Al_Najaf,Varesh,Charter,9,Y,4000000,1402,5,21,mid_night,8220
Tehran,Istanbul,ATA,Charter,5,Y,7500000,1402,5,21,mid_night,13200
Mashhad,Al_Najaf,ATA,Charter,6,Y,5567855,1402,5,21,mid_night,11220
Mashhad,Al_Najaf,ATA,Charter,6,Y,5620200,1402,5,21,mid_night,10740
Mashhad,Al_Najaf,ATA,Charter,9,Y,6000000,1402,5,21,mid_night,10740
Mashhad,Al_Najaf,Taban,Charter,9,Y,6400000,1402,5,21,mid_night,10920
Mashhad,Al_Najaf,Taban,Charter,9,Y,6500000,1402,5,21,mid_night,10860
Denizli,Tehran,Airtour,Scheduled,5,J,6000000,1402,5,21,mid_night,12480
Denizli,Tehran,Airtour,Scheduled,6,Y17,3000000,1402,5,21,mid_night,12240
Denizli,Tehran,Airtour,Charter,5,J,6066200,1402,5,21,mid_night,12120
Denizli,Tehran,Airtour,Charter,6,Y17,3048200,1402,5,21,mid_night,12420
Ahwaz,Tehran,Karun,Charter,7,Y,1790000,1402,5,21,mid_night,6420
Mashhad,Al_Najaf,Zagros,Charter,7,Y,6500000,1402,5,21,mid_night,11520
Mashhad,Al_Najaf,Zagros,Charter,9,O,7000000,1402,5,21,mid_night,9900
Tehran,Ahwaz,Caspian,Charter,3,Y,1550000,1402,5,21,mid_night,7260
Tehran,Al_Najaf,Caspian,Charter,5,Y,3566300,1402,5,21,morning,7980
Tehran,Al_Najaf,Caspian,Charter,5,Y,3661800,1402,5,21,morning,8160
Tehran,Al_Najaf,Caspian,Charter,5,Y,3566300,1402,5,21,morning,7560
Tehran,Al_Najaf,Caspian,Charter,5,Y,3615000,1402,5,21,morning,8220
Tehran,Al_Najaf,Caspian,Charter,5,Y,3700000,1402,5,21,morning,7560
Tehran,Al_Najaf,Caspian,Charter,5,Y,3800000,1402,5,21,morning,7740
Tehran,Al_Najaf,Caspian,Charter,5,Y,3800000,1402,5,21,morning,7800
Kish_Island,Shiraz,Kish,Charter,9,RR,1024900,1402,5,21,morning,6060
Kish_Island,Shiraz,Kish,Charter,9,RR,1025500,1402,5,21,morning,6300
Mashhad,Al_Najaf,ATA,Charter,9,Y,6120000,1402,5,21,morning,10740
Isparta,Tehran,Taban,Charter,5,Y,2705000,1402,5,21,morning,11760
Tabriz,Istanbul,Turkish,Charter,3,Y,6839800,1402,5,21,morning,10620
Tabriz,Istanbul,Turkish,Charter,2,Y,7990000,1402,5,21,morning,10680
Tehran,Al_Najaf,Airtour,Charter,9,Y39,4154800,1402,5,21,morning,7740
Dubai,Tehran,Dubai,Charter,6,Y,8581200,1402,5,21,morning,9540
Dubai,Tehran,Dubai,Charter,4,Y,8500000,1402,5,21,morning,9540
Al_Najaf,Isfahan,Varesh,Charter,5,Y,4551750,1402,5,21,morning,8160
Ahwaz,Tehran,Karun,Charter,7,Y,1790000,1402,5,21,morning,6360
Al_Najaf,Mashhad,Caspian,Charter,9,Y,5663800,1402,5,21,morning,10800
Al_Najaf,Mashhad,Caspian,Charter,7,W,5364000,1402,5,21,morning,10140
Al_Najaf,Mashhad,Caspian,Charter,9,Y,5600000,1402,5,21,morning,10980
Al_Najaf,Mashhad,Caspian,Charter,7,W,5800000,1402,5,21,morning,11160
Chabahar,Tehran,Chabahar,Scheduled,4,Y,1859900,1402,5,21,morning,11160
Tehran,Istanbul,Mahan,Scheduled,4,C,22659600,1402,5,21,morning,13320
Tehran,Istanbul,Mahan,Scheduled,4,Y,9936600,1402,5,21,morning,12540
Tehran,Istanbul,Mahan,Charter,4,W,9344650,1402,5,21,morning,13200
Al_Najaf,Tehran,ATA,Charter,5,Y,3651800,1402,5,21,morning,7980
Al_Najaf,Tehran,ATA,Charter,5,Y,3505000,1402,5,21,morning,7680
Al_Najaf,Tehran,ATA,Charter,6,Y,4100000,1402,5,21,morning,7860
Al_Najaf,Mashhad,Zagros,Charter,7,Y,5764400,1402,5,21,morning,10440
Al_Najaf,Mashhad,Zagros,Charter,7,Y,5700000,1402,5,21,morning,10860
Tehran,Istanbul,Iranair,Charter,5,Y,7500000,1402,5,21,morning,13080
Mashhad,Kermanshah,Varesh,Charter,6,H,2313700,1402,5,21,morning,9720
Mashhad,Kermanshah,Varesh,Charter,6,H,2366974,1402,5,21,morning,9660
Mashhad,Al_Najaf,Caspian,Charter,7,Y,5951845,1402,5,21,morning,10500
Mashhad,Al_Najaf,Caspian,Charter,7,Y,6029800,1402,5,21,morning,11580
Tehran,Istanbul,Qeshm,Charter,5,Y,7150000,1402,5,21,morning,12900
Tehran,Istanbul,Qeshm,Charter,5,Y,7451400,1402,5,21,morning,12900
Tehran,Istanbul,Qeshm,Charter,5,Y,7500000,1402,5,21,morning,14040
Dubai,Shiraz,Dubai,Charter,8,Y,8078200,1402,5,21,morning,7260
Kish_Island,Mashhad,Caspian,Charter,5,Y,2315700,1402,5,21,morning,9540
Mashhad,Istanbul,Airtour,Charter,6,Y,17635200,1402,5,21,morning,16380
Mashhad,Istanbul,Airtour,Scheduled,5,Y,17500000,1402,5,21,morning,15300
Kish_Island,Mashhad,Caspian,Charter,1,W,1651500,1402,5,21,morning,9900
Kish_Island,Mashhad,Caspian,Charter,3,Y,1667250,1402,5,21,morning,9900
Kish_Island,Mashhad,Caspian,Charter,1,W,1674500,1402,5,21,morning,10260
Kish_Island,Mashhad,Caspian,Charter,2,Y,1674500,1402,5,21,morning,9360
Kish_Island,Mashhad,Caspian,Charter,1,Y,1710000,1402,5,21,morning,9240
Kish_Island,Mashhad,Kish,Charter,6,RR,1803500,1402,5,21,morning,9600
Dubai,Shiraz,Dubai,Charter,6,FS,6732000,1402,5,21,morning,6960
Dubai,Shiraz,Dubai,Charter,8,Y,8000000,1402,5,21,morning,6780
Istanbul,Tabriz,ATA,Charter,5,Y,3262300,1402,5,21,morning,11700
Istanbul,Tabriz,ATA,Charter,5,Y,4250000,1402,5,21,morning,10920
Istanbul,Tabriz,ATA,Charter,9,Y,4690160,1402,5,21,morning,11160
Al_Najaf,Tehran,Airtour,Charter,9,Y29,3651800,1402,5,21,morning,8220
Mashhad,Abadan,Zagros,Charter,6,Y,2344300,1402,5,21,morning,9840
Tehran,Dubai,Mahan,Charter,6,Y,5255300,1402,5,21,morning,8820
Tehran,Dubai,Dubai,Charter,4,C,22162200,1402,5,21,morning,9600
Tehran,Dubai,Dubai,Charter,7,Y,5261400,1402,5,21,morning,9420
Tehran,Dubai,Dubai,Charter,7,Y,5104400,1402,5,21,morning,9720
Tehran,Dubai,Dubai,Charter,7,Y,5200000,1402,5,21,morning,9060
Tehran,Dubai,Mahan,Charter,6,Y,5300000,1402,5,21,morning,10020
Tehran,Dubai,Mahan,Scheduled,3,C,15898600,1402,5,21,morning,9120
Tehran,Dubai,Mahan,Scheduled,3,Y,5608600,1402,5,21,morning,10020
Tehran,Al_Najaf,Iranair,Scheduled,3,V,7219000,1402,5,21,morning,7620
Tehran,Al_Najaf,Iranair,Scheduled,3,M,5417500,1402,5,21,morning,8160
Tehran,Tbilisi,Aseman,Charter,3,W,4228943,1402,5,21,morning,8880
Tehran,Tbilisi,Aseman,Charter,3,Y,4500000,1402,5,21,morning,9120
Tehran,Tbilisi,Aseman,Charter,2,W,4750000,1402,5,21,morning,8160
Tehran,Tbilisi,Aseman,Charter,4,Y,4896000,1402,5,21,morning,8520
Tehran,Tbilisi,Aseman,Charter,4,Y,5000000,1402,5,21,morning,8400
Isfahan,Al_Najaf,Varesh,Charter,5,Y,4551750,1402,5,21,morning,8100
Shiraz,Sharjah,Arabia,Charter,9,P,4852100,1402,5,21,morning,7740
Dubai,Lar,Dubai,Charter,6,Y,8078200,1402,5,21,morning,6060
Dubai,Lar,Dubai,Charter,4,FS,6732000,1402,5,21,morning,6120
Dubai,Lar,Dubai,Charter,6,Y,8000000,1402,5,21,morning,6300
Urmia,Tehran,ATA,Charter,9,Y,1376300,1402,5,21,morning,6960
Shiraz,Dubai,Dubai,Charter,7,Y,5958400,1402,5,21,morning,6960
Shiraz,Dubai,Dubai,Charter,3,Y,6000000,1402,5,21,morning,6900
Tehran,Al_Najaf,ATA,Charter,6,Y,3800000,1402,5,21,morning,7740
Istanbul,Tehran,Meraj,Charter,5,Y,4000000,1402,5,21,morning,12900
Dubai,Isfahan,Dubai,Charter,8,Y,8983600,1402,5,21,morning,8340
Dubai,Isfahan,Dubai,Charter,8,Y,8900000,1402,5,21,morning,9000
Mashhad,Al_Najaf,Caspian,Charter,9,Y,6500000,1402,5,21,morning,10980
Al_Najaf,Tehran,Caspian,Charter,9,Y,3752400,1402,5,21,morning,8040
Kermanshah,Mashhad,Varesh,Charter,6,Y,2200000,1402,5,21,morning,9600
Mashhad,Baghdad,Baghdad,Charter,1,Y,5557750,1402,5,21,morning,10260
Mashhad,Baghdad,Baghdad,Charter,5,Y,6000000,1402,5,21,morning,10440
Bushehr,Tehran,ATA,Charter,2,Y,1698600,1402,5,21,morning,7860
Lar,Dubai,Dubai,Charter,5,Y,5224500,1402,5,21,morning,6240
