national_departure_code,departure_city,departure_airport,national_arrival_code,arrival_city,arrival_airport,orthodromic_distance_KM,flight_length_min,departure_date_YMD_format,local_departure_time,local_arrival_time,company_name,flight_number,fare_class_code,ticket_price_T,flight_sale_type,flight_capacity
ADB,Izmir,Adnan_Menderes,IKA,Tehran,Imam_Khomeini,2152,228.0,1402-05-29,04:45,08:30,Airtour,B9-9741,J,10500000,Scheduled,5.0
ADB,Izmir,Adnan_Menderes,IKA,Tehran,Imam_Khomeini,2152,230.0,1402-05-29,04:45,08:30,Airtour,B9-9741,Y,8000000,Scheduled,7.0
ADB,Izmir,Adnan_Menderes,IKA,Tehran,Imam_Khomeini,2152,220.0,1402-05-29,04:45,09:00,Airtour,B9-9741,J,10593200,Charter,5.0
ADB,Izmir,Adnan_Menderes,IKA,Tehran,Imam_Khomeini,2152,210.0,1402-05-29,04:45,09:00,Airtour,B9-9741,Y,9084200,Charter,7.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,219.0,1402-05-29,05:00,08:39,ATA,I3-6619,Y,9000000,Charter,5.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,220.0,1402-05-29,05:00,08:40,ATA,I3-6619,Y,8631500,Charter,6.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,183.0,1402-05-29,05:00,08:03,ATA,I3-6641,Y,6719825,Charter,6.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,176.0,1402-05-29,05:00,07:56,ATA,I3-6641,Y,6805000,Charter,6.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,180.0,1402-05-29,05:00,08:00,ATA,I3-6641,Y,7000000,Charter,9.0
THR,Tehran,Mehrabad,ABD,Abadan,Ayatollah_Jami,658,136.0,1402-05-29,05:10,06:25,Kish,Y9-7105,RR,1275330,Unknown,9.0
THR,Tehran,Mehrabad,ABD,Abadan,Ayatollah_Jami,658,127.0,1402-05-29,05:10,07:17,Kish,Y9-7105,RR,1278300,Unknown,9.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,172.0,1402-05-29,06:00,07:30,Airtour,B9-9738,Y,7072200,Charter,9.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,214.0,1402-05-29,06:00,09:34,Mahan,W5-112,Y,9591200,Charter,5.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,186.0,1402-05-29,06:00,09:06,Airtour,B9-9738,Y,7000000,Charter,5.0
THR,Tehran,Mehrabad,BND,Bandar_Abbas,Bandar_Abbas,1057,160.0,1402-05-29,06:15,08:05,Aseman,EP-644,D,3465010,Scheduled,7.0
THR,Tehran,Mehrabad,BND,Bandar_Abbas,Bandar_Abbas,1057,157.0,1402-05-29,06:15,08:05,Aseman,EP-644,Y,1687866,Charter,9.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,158.0,1402-05-29,06:20,08:05,Kish,Y9-7055,RR,1743928,Unknown,9.0
OMH,Urmia,Urumiyeh,SAW,Istanbul,Sabiha_Gokcen,1402,180.0,1402-05-29,06:20,08:31,Anadolujet,TK-7863,SY,5561200,Charter,9.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,158.0,1402-05-29,06:20,08:58,Kish,Y9-7055,PL,1737000,Unknown,4.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,158.0,1402-05-29,06:20,08:58,Kish,Y9-7055,RR,1753600,Unknown,9.0
OMH,Urmia,Urumiyeh,SAW,Istanbul,Sabiha_Gokcen,1402,168.0,1402-05-29,06:20,09:08,Anadolujet,TK-7863,Y,5290422,Charter,9.0
AWZ,Ahwaz,Soleimani,THR,Tehran,Mehrabad,538,112.0,1402-05-29,06:30,07:30,ATA,I3-5628,Y,1550000,Charter,
MHD,Mashhad,Shahid_Hashemi_Nejad,THR,Tehran,Mehrabad,753,136.0,1402-05-29,06:30,07:50,ATA,I3-5699,Y,1550000,Charter,
SYZ,Shiraz,Shahid_Dastghaib,KWI,Kuwait,Kuwait,450,113.0,1402-05-29,06:30,08:23,Iranair,IR-665,Y,5600000,Charter,9.0
TBZ,Tabriz,Tabriz,THR,Tehran,Mehrabad,525,133.0,1402-05-29,06:40,07:40,ATA,I3-5609,Y,1370800,Charter,
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,180.0,1402-05-29,06:50,09:20,Zagros,ZO-3010,Y,7072200,Charter,7.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,177.0,1402-05-29,06:50,09:47,Zagros,ZO-3010,Y,7000000,Charter,7.0
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,203.0,1402-05-29,06:55,09:11,Turkish,TK-883,Y,8681800,Charter,3.0
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,183.0,1402-05-29,06:55,09:58,Turkish,TK-883,Y,8791450,Charter,5.0
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,191.0,1402-05-29,06:55,10:06,Turkish,TK-883,L,11812855,Charter,
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,154.0,1402-05-29,07:00,08:45,Dubai,FZ-1819,Y,6971600,Charter,8.0
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,205.0,1402-05-29,07:00,08:50,Mahan,W5-118,Y,6832800,Charter,3.0
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,198.0,1402-05-29,07:00,10:18,Mahan,W5-118,W,6710500,Charter,3.0
BGW,Baghdad,Baghdad,MHD,Mashhad,Shahid_Hashemi_Nejad,1445,184.0,1402-05-29,07:00,10:04,Baghdad,IF-561,Y,9350000,Charter,3.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,175.0,1402-05-29,07:00,09:55,Dubai,FZ-1819,Y,6763277,Charter,6.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,163.0,1402-05-29,07:00,09:43,Dubai,FZ-1819,Y,6848860,Charter,8.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,173.0,1402-05-29,07:00,09:53,Dubai,FZ-1819,Y,6900000,Charter,8.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,166.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,J,13385540,Charter,3.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,154.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,C,11543340,Charter,3.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,167.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,Y,9221030,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,163.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,B,8378910,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,161.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,H,6911580,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,158.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,K,6227320,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,161.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,L,5648400,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,176.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,M,5174720,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,156.0,1402-05-29,07:15,09:45,Qeshm,QB-2210,N,4490460,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,166.0,1402-05-29,07:15,10:01,Qeshm,QB-2210,Q,3911440,Charter,4.0
ZAH,Zahedan,Zahedan,THR,Tehran,Mehrabad,1133,176.0,1402-05-29,07:25,10:21,Chabahar,IRU-8773,Y,1681000,Unknown,9.0
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,124.0,1402-05-29,07:30,08:45,Kish,Y9-7104,RR,1275330,Unknown,9.0
BND,Bandar_Abbas,Bandar_Abbas,THR,Tehran,Mehrabad,1057,154.0,1402-05-29,07:30,09:30,Zagros,ZO-4058,Y,2107800,Charter,
SYZ,Shiraz,Shahid_Dastghaib,KIH,Kish_Island,Kish,362,100.0,1402-05-29,07:45,08:30,Kish,Y9-7079,RR,1025500,Unknown,9.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,161.0,1402-05-29,07:50,10:05,Zagros,ZO-4107,LE,1687100,Scheduled,
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,166.0,1402-05-29,07:50,10:05,Zagros,ZO-4107,LE,1644416,Scheduled,9.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,159.0,1402-05-29,07:50,10:05,Zagros,ZO-4107,LH,1786600,Scheduled,
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,163.0,1402-05-29,07:50,10:05,Zagros,ZO-4107,LH,1740536,Scheduled,9.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,156.0,1402-05-29,07:50,10:05,Zagros,ZO-4107,Y,2315700,Charter,
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,170.0,1402-05-29,07:50,10:40,Zagros,ZO-4107,A,1680960,Unknown,5.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,159.0,1402-05-29,07:50,10:29,Zagros,ZO-4107,A,1682000,Unknown,5.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,160.0,1402-05-29,07:50,10:30,Zagros,ZO-4107,Y,1700000,Charter,3.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,162.0,1402-05-29,07:50,10:32,Zagros,ZO-4107,A,1728050,Unknown,5.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,169.0,1402-05-29,07:50,10:39,Zagros,ZO-4107,Y,1745000,Charter,5.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,130.0,1402-05-29,08:00,09:30,ATA,I3-6644,Y,4758400,Charter,6.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,134.0,1402-05-29,08:00,09:30,ATA,I3-6644,L,4959600,Charter,6.0
ZBR,Chabahar,Konarak,THR,Tehran,Mehrabad,1432,181.0,1402-05-29,08:00,10:30,Varesh,VRH-5859,Y,2179400,Charter,
ZBR,Chabahar,Konarak,THR,Tehran,Mehrabad,1432,178.0,1402-05-29,08:00,10:30,Varesh,VRH-5859,Y,1946700,Charter,7.0
ZBR,Chabahar,Konarak,THR,Tehran,Mehrabad,1432,185.0,1402-05-29,08:00,10:30,Varesh,VRH-5859,KL,1859900,Scheduled,5.0
IKA,Tehran,Imam_Khomeini,ALA,Almaty,Almaty,2382,245.0,1402-05-29,08:00,13:30,Kish,Y9-6079,Y,15623200,Charter,7.0
IKA,Tehran,Imam_Khomeini,ALA,Almaty,Almaty,2382,250.0,1402-05-29,08:00,12:10,Kish,Y9-6079,Y,15500000,Charter,7.0
BGW,Baghdad,Baghdad,MHD,Mashhad,Shahid_Hashemi_Nejad,1445,175.0,1402-05-29,08:00,10:55,Iraqi,IA-1161,XY,7269000,Charter,3.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,127.0,1402-05-29,08:00,10:07,ATA,I3-6644,H,5000000,Charter,6.0
ZBR,Chabahar,Konarak,THR,Tehran,Mehrabad,1432,171.0,1402-05-29,08:00,10:51,Varesh,VRH-5859,KL,1859900,Scheduled,5.0
BND,Bandar_Abbas,Bandar_Abbas,THR,Tehran,Mehrabad,1057,143.0,1402-05-29,08:15,10:00,Varesh,VRH-5817,Y,2107800,Charter,
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,215.0,1402-05-29,08:25,12:00,Iranair,IR-719,Y,8722000,Charter,4.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KSH,Kermanshah,Shahid_Ashrafi_Esfahani,1150,163.0,1402-05-29,08:30,11:13,Varesh,VRH-5912,H,2313700,Unknown,6.0
THR,Tehran,Mehrabad,TBZ,Tabriz,Tabriz,525,117.0,1402-05-29,08:40,09:40,ATA,I3-5608,Y,1370800,Charter,
BND,Bandar_Abbas,Bandar_Abbas,RAS,Rasht,Sandra-e-Jangal,1290,172.0,1402-05-29,08:45,10:55,Aseman,EP-646,D,3601640,Scheduled,9.0
BND,Bandar_Abbas,Bandar_Abbas,RAS,Rasht,Sandra-e-Jangal,1290,160.0,1402-05-29,08:45,10:55,Aseman,EP-646,Y,1829688,Charter,9.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,224.0,1402-05-29,08:45,12:29,Qeshm,QB-2213,Y,9500000,Charter,5.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,224.0,1402-05-29,08:45,12:29,Qeshm,QB-2213,Y,9013800,Charter,5.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,112.0,1402-05-29,09:00,09:55,Dubai,FZ-241,Y,8078200,Charter,6.0
PGU,Asaloyeh,Persian_Gulf,THR,Tehran,Mehrabad,934,139.0,1402-05-29,09:00,10:45,Airtour,B9-993,Y,1530700,Scheduled,6.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,131.0,1402-05-29,09:00,11:11,Meraj,MRJ-4803,Y,4685000,Charter,2.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,141.0,1402-05-29,09:00,11:21,Meraj,MRJ-4803,Y,4733820,Charter,2.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,132.0,1402-05-29,09:00,11:12,Meraj,MRJ-4803,Y,4990000,Charter,7.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,128.0,1402-05-29,09:00,11:08,Meraj,MRJ-4803,Y,5050100,Charter,7.0
KIH,Kish_Island,Kish,MHD,Mashhad,Shahid_Hashemi_Nejad,1205,172.0,1402-05-29,09:00,11:52,Kish,Y9-7072,RR,1803500,Unknown,9.0
BGW,Baghdad,Baghdad,IKA,Tehran,Imam_Khomeini,679,130.0,1402-05-29,09:00,11:10,Iraqi,IA-1111,XY,5258700,Charter,6.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,125.0,1402-05-29,09:00,11:05,Dubai,FZ-241,Y,8000000,Charter,6.0
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,179.0,1402-05-29,09:00,11:59,ATA,I3-6602,Y,4950000,Charter,4.0
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,178.0,1402-05-29,09:00,11:58,ATA,I3-6602,Y,5700000,Charter,6.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,195.0,1402-05-29,09:15,12:45,Airtour,B9-9739,Y,6569200,Charter,9.0
KIH,Kish_Island,Kish,SYZ,Shiraz,Shahid_Dastghaib,362,117.0,1402-05-29,09:30,10:15,Kish,Y9-7078,RR,1025500,Unknown,9.0
KIH,Kish_Island,Kish,SYZ,Shiraz,Shahid_Dastghaib,362,104.0,1402-05-29,09:30,11:14,Kish,Y9-7078,RR,1024900,Unknown,9.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,148.0,1402-05-29,09:45,11:30,Kish,Y9-7029,RR,1743928,Unknown,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,159.0,1402-05-29,09:45,11:55,Mahan,W5-63,Y,5308600,Scheduled,
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,159.0,1402-05-29,09:45,12:15,Mahan,W5-63,Y,4368100,Charter,1.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,164.0,1402-05-29,09:45,12:30,Dubai,FZ-1820,Y,5060200,Charter,8.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,157.0,1402-05-29,09:45,12:30,Dubai,FZ-1820,Y,4909300,Charter,8.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,152.0,1402-05-29,09:45,12:17,Kish,Y9-7029,RR,1753600,Unknown,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,166.0,1402-05-29,09:45,12:31,Dubai,FZ-1820,Y,5000000,Charter,8.0
THR,Tehran,Mehrabad,MHD,Mashhad,Shahid_Hashemi_Nejad,753,142.0,1402-05-29,09:55,11:15,Varesh,VRH-5840,Y,1550000,Charter,
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,179.0,1402-05-29,10:00,12:30,Qeshm,QB-2296,C,8078200,Charter,4.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,182.0,1402-05-29,10:00,12:30,Qeshm,QB-2296,Y,6468600,Charter,5.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,127.0,1402-05-29,10:00,12:07,Iranair,IR-5325,Y,5000000,Charter,9.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,126.0,1402-05-29,10:00,12:06,Iranair,IR-5325,M,5417500,Scheduled,
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,138.0,1402-05-29,10:00,12:18,Iranair,IR-5325,V,7219000,Scheduled,
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,133.0,1402-05-29,10:00,12:13,Aseman,EP-6584,Y,6000000,Charter,4.0
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,146.0,1402-05-29,10:00,12:26,Aseman,EP-6584,C,7000000,Charter,5.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,177.0,1402-05-29,10:00,12:57,Qeshm,QB-2296,Y,6143840,Charter,5.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,184.0,1402-05-29,10:00,13:04,Qeshm,QB-2296,Y,6400000,Charter,5.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,183.0,1402-05-29,10:00,13:03,Qeshm,QB-2296,E,6500000,Charter,9.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,183.0,1402-05-29,10:00,13:03,Qeshm,QB-2296,C,7500000,Charter,5.0
LRR,Lar,Larestan,SHJ,Sharjah,Sharjah,285,107.0,1402-05-29,10:10,11:57,Arabia,G9-9218,P,6188900,Charter,9.0
ZBR,Chabahar,Konarak,ZAH,Zahedan,Zahedan,451,112.0,1402-05-29,10:25,11:25,Mahan,W5-4558,Y,898300,Scheduled,
ZBR,Chabahar,Konarak,THR,Tehran,Mehrabad,1432,186.0,1402-05-29,10:25,13:31,Iranair,IR-383,Y,1859500,Charter,8.0
ZBR,Chabahar,Konarak,ZAH,Zahedan,Zahedan,451,118.0,1402-05-29,10:25,12:23,Iranair,IR-383,Y,897500,Charter,9.0
ZBR,Chabahar,Konarak,ZAH,Zahedan,Zahedan,451,115.0,1402-05-29,10:25,12:20,Iranair,IR-383,S,846000,Scheduled,9.0
THR,Tehran,Mehrabad,GBT,Gorgan,Gorgan,309,107.0,1402-05-29,10:30,11:30,Aseman,EP-630,Y,1151150,Charter,9.0
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,177.0,1402-05-29,10:30,12:15,Airtour,B9-9709,Y,7575200,Charter,5.0
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,178.0,1402-05-29,10:30,12:45,Airtour,B9-9709,Y,7500000,Scheduled,5.0
TBZ,Tabriz,Tabriz,THR,Tehran,Mehrabad,525,117.0,1402-05-29,10:40,11:40,ATA,I3-5607,Y,1370800,Charter,
OMH,Urmia,Urumiyeh,THR,Tehran,Mehrabad,598,127.0,1402-05-29,10:50,11:50,ATA,I3-5678,Y,1376300,Charter,
KIH,Kish_Island,Kish,MHD,Mashhad,Shahid_Hashemi_Nejad,1205,163.0,1402-05-29,10:50,13:05,Zagros,ZO-4106,Y,2315700,Charter,
KIH,Kish_Island,Kish,MHD,Mashhad,Shahid_Hashemi_Nejad,1205,161.0,1402-05-29,10:50,13:05,Zagros,ZO-4106,Y,2185100,Charter,
SYZ,Shiraz,Shahid_Dastghaib,DXB,Dubai,Dubai,550,118.0,1402-05-29,10:50,12:48,Dubai,FZ-242,Y,5805000,Charter,5.0
SYZ,Shiraz,Shahid_Dastghaib,DXB,Dubai,Dubai,550,128.0,1402-05-29,10:50,12:58,Dubai,FZ-242,Y,5900000,Charter,5.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,123.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,J,16213900,Charter,3.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,115.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,C,14013340,Charter,3.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,120.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,Z,12128508,Charter,3.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,119.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,S,10559590,Charter,9.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,117.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,Y,9740516,Charter,9.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,122.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,B,9049728,Charter,9.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,125.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,H,8487220,Charter,9.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,127.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,K,7668148,Charter,9.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,119.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,L,6977456,Charter,9.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,117.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,M,6415050,Charter,9.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,122.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,N,5595976,Charter,2.0
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,125.0,1402-05-29,10:55,11:45,Qeshm,QB-2205,Q,4905188,Charter,1.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,230.0,1402-05-29,10:55,14:45,Mahan,W5-113,Y,6800000,Charter,6.0
DXB,Dubai,Dubai,LRR,Lar,Larestan,286,101.0,1402-05-29,11:00,11:44,Dubai,FZ-267,Y,8078200,Charter,6.0
THR,Tehran,Mehrabad,MHD,Mashhad,Shahid_Hashemi_Nejad,753,132.0,1402-05-29,11:00,12:15,Varesh,VRH-5818,Y,1550000,Charter,
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,140.0,1402-05-29,11:00,13:20,ATA,I3-6643,Y,5000000,Charter,7.0
DXB,Dubai,Dubai,LRR,Lar,Larestan,286,102.0,1402-05-29,11:00,12:42,Dubai,FZ-267,FS,6732000,Charter,9.0
DXB,Dubai,Dubai,LRR,Lar,Larestan,286,108.0,1402-05-29,11:00,12:48,Dubai,FZ-267,Y,8000000,Charter,6.0
ESB,Ankara,Esenboga,IKA,Tehran,Imam_Khomeini,1675,184.0,1402-05-29,11:00,14:04,Mahan,W5-119,Y,7200000,Charter,6.0
BND,Bandar_Abbas,Bandar_Abbas,THR,Tehran,Mehrabad,1057,150.0,1402-05-29,11:10,13:00,ATA,I3-5682,Y,2107800,Charter,
MHD,Mashhad,Shahid_Hashemi_Nejad,TBZ,Tabriz,Tabriz,1204,171.0,1402-05-29,11:10,13:10,Zagros,ZO-4127,Y,2139700,Charter,8.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,151.0,1402-05-29,11:20,13:15,Zagros,ZO-4051,Y,1986900,Charter,
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,152.0,1402-05-29,11:20,13:15,Zagros,ZO-4051,LB,1736700,Scheduled,2.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,155.0,1402-05-29,11:20,13:15,Zagros,ZO-4051,LB,1692330,Scheduled,2.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,204.0,1402-05-29,11:25,14:30,Mahan,W5-113,Y,13991400,Scheduled,
KSH,Kermanshah,Shahid_Ashrafi_Esfahani,MHD,Mashhad,Shahid_Hashemi_Nejad,1150,160.0,1402-05-29,11:30,14:10,Varesh,VRH-5913,Y,2313700,Charter,6.0
KSH,Kermanshah,Shahid_Ashrafi_Esfahani,MHD,Mashhad,Shahid_Hashemi_Nejad,1150,163.0,1402-05-29,11:30,14:13,Varesh,VRH-5913,Y,2366974,Charter,6.0
THR,Tehran,Mehrabad,BND,Bandar_Abbas,Bandar_Abbas,1057,154.0,1402-05-29,11:45,13:30,Qeshm,QB-1220,A,1653730,Scheduled,9.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,159.0,1402-05-29,11:45,13:30,Airtour,B9-916,Y,1753600,Scheduled,9.0
RAS,Rasht,Sandra-e-Jangal,BND,Bandar_Abbas,Bandar_Abbas,1290,164.0,1402-05-29,11:45,13:45,Aseman,EP-647,D,3601640,Scheduled,8.0
RAS,Rasht,Sandra-e-Jangal,BND,Bandar_Abbas,Bandar_Abbas,1290,171.0,1402-05-29,11:45,13:45,Aseman,EP-647,Y,1829688,Charter,9.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,140.0,1402-05-29,12:00,13:00,Armenia,6A-60221,R,10844700,Charter,5.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,139.0,1402-05-29,12:00,13:00,Armenia,6A-221,R,10844700,Charter,5.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,136.0,1402-05-29,12:00,13:00,Armenia,6A-60221,QQ,9033900,Charter,5.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,130.0,1402-05-29,12:00,13:00,Armenia,6A-221,YY,12202800,Charter,5.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,128.0,1402-05-29,12:00,13:00,Armenia,6A-221,Y,11649500,Charter,5.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,138.0,1402-05-29,12:00,13:00,Armenia,6A-60221,RR,11398000,Charter,5.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,151.0,1402-05-29,12:00,13:00,Armenia,6A-221,RR,11398000,Charter,5.0
