national_departure_code,departure_city,departure_airport,national_arrival_code,arrival_city,arrival_airport,orthodromic_distance_KM,flight_length_min,departure_date_YMD_format,local_departure_time,local_arrival_time,company_name,flight_number,flight_sale_type,flight_capacity,fare_class_code,ticket_price_T
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,309,99.0,1402-05-20,12:00,13:39,Iranair,IR-247,Scheduled,7,Y,1152000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,140.0,1402-05-20,12:05,14:05,Iranair,IR-5324,Charter,7,Y,4054200
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,141.0,1402-05-20,12:05,14:26,Iranair,IR-5324,Charter,7,Y,3898000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,139.0,1402-05-20,12:05,14:24,Iranair,IR-5324,Charter,6,Y,4200000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,133.0,1402-05-20,12:05,14:18,Iranair,IR-5324,Charter,9,Y,4500000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,141.0,1402-05-20,12:05,14:26,Iranair,IR-5324,Scheduled,7,V,6872500
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,130.0,1402-05-20,12:05,14:15,Iranair,IR-5324,Scheduled,7,M,5070000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,120.0,1402-05-20,12:30,14:00,Zagros,ZO-3099,Charter,7,Y,3350000
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,166.0,1402-05-20,12:30,14:15,Dubai,FZ-1927,Charter,5,Y,10593200
DXB,Dubai,Dubai,MHD,Mashhad,Shahid_Hashemi_Nejad,1287,171.0,1402-05-20,12:30,14:35,Airtour,B9-9723,Scheduled,7,Y,7800000
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,218.0,1402-05-20,12:30,16:30,Karun,KRU-5534,Charter,1,Y,7072200
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,211.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Scheduled,9,W,16492500
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,234.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Charter,9,W,16289850
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,208.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Scheduled,9,Y,12808500
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,224.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Scheduled,9,S,11580500
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,229.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Charter,9,S,11447190
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,227.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Scheduled,9,K,10761900
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,223.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Charter,9,K,10640160
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,222.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Scheduled,7,Q,9943200
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,225.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Charter,7,Q,9832936
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,222.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Scheduled,6,M,9124500
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,221.0,1402-05-20,12:30,17:45,Karun,KRU-5534,Charter,6,M,9025810
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,133.0,1402-05-20,12:30,14:43,Zagros,ZO-3099,Charter,7,Y,3300000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,139.0,1402-05-20,12:30,14:49,Zagros,ZO-3099,Charter,6,Y,3700000
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,185.0,1402-05-20,12:30,15:35,Iraqi,IA-118,Charter,7,Y,5638299
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,157.0,1402-05-20,12:30,15:07,Dubai,FZ-1927,Charter,4,Y,10500000
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,227.0,1402-05-20,12:30,16:17,Karun,KRU-5534,Charter,1,Y,7000000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,214.0,1402-05-20,12:40,16:14,Iranair,IR-718,Charter,5,Y,4892500
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,219.0,1402-05-20,12:40,16:19,Iranair,IR-718,Charter,5,Y,6000000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,225.0,1402-05-20,12:40,16:25,Iranair,IR-718,Scheduled,1,RY,10901500
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,227.0,1402-05-20,12:45,15:45,Mahan,W5-117,Scheduled,3,Y,9505800
IKA,Tehran,Imam_Khomeini,KWI,Kuwait,Kuwait,751,124.0,1402-05-20,12:45,14:49,Jazeera,J9-9156,Charter,3,K,8927768
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,218.0,1402-05-20,12:45,16:23,Qeshm,QB-2212,Charter,7,Y,4100000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,220.0,1402-05-20,12:45,16:25,Qeshm,QB-2212,Charter,5,Y,4179428
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,211.0,1402-05-20,12:45,16:16,Qeshm,QB-2212,Charter,5,Y,4218720
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,227.0,1402-05-20,12:45,16:32,Qeshm,QB-2212,Charter,7,W,4236000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,211.0,1402-05-20,12:45,16:16,Qeshm,QB-2212,Charter,9,Y,4399000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,210.0,1402-05-20,12:45,16:15,Qeshm,QB-2212,Charter,7,Y,4400000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,184.0,1402-05-20,13:00,15:30,ATA,I3-6642,Charter,6,L,7072200
LRR,Lar,Larestan,DXB,Dubai,Dubai,286,105.0,1402-05-20,13:00,14:45,Dubai,FZ-268,Charter,2,Y,6385500
LRR,Lar,Larestan,DXB,Dubai,Dubai,286,92.0,1402-05-20,13:00,14:32,Dubai,FZ-268,Charter,6,Y,6749920
LRR,Lar,Larestan,DXB,Dubai,Dubai,286,110.0,1402-05-20,13:00,14:50,Dubai,FZ-268,Charter,6,Y,6800000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,184.0,1402-05-20,13:00,16:04,ATA,I3-6642,Charter,7,Y,5635000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,188.0,1402-05-20,13:00,16:08,ATA,I3-6642,Charter,6,L,6750000
RAS,Rasht,Sandra-e-Jangal,SYZ,Shiraz,Shahid_Dastghaib,908,134.0,1402-05-20,13:20,15:00,Aseman,EP-3941,Charter,9,Y,1431270
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,137.0,1402-05-20,13:20,15:20,Armenia,6A-222,Charter,2,YY,11513700
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,128.0,1402-05-20,13:20,15:20,Armenia,6A-60222,Charter,2,Y,10935400
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,139.0,1402-05-20,13:20,15:20,Armenia,6A-222,Charter,2,Y,10935400
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,139.0,1402-05-20,13:20,15:39,Armenia,6A-222,Charter,2,Y,10840200
SYZ,Shiraz,Shahid_Dastghaib,SHJ,Sharjah,Sharjah,552,113.0,1402-05-20,13:55,15:48,Arabia,G9-214,Charter,7,Y,3359913
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,160.0,1402-05-20,14:00,16:00,Zagros,ZO-4050,Charter,3,Y,1986900
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,190.0,1402-05-20,14:00,17:10,ATA,I3-6602,Charter,3,Y,4500000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,132.0,1402-05-20,14:15,16:27,Caspian,RV-7940,Charter,7,Y,3600000
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,106.0,1402-05-20,14:30,15:05,Qeshm,QB-2221,Charter,5,Y,10115480
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,96.0,1402-05-20,14:30,15:05,Qeshm,QB-2221,Charter,7,B,9424696
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,97.0,1402-05-20,14:30,15:05,Qeshm,QB-2221,Charter,6,H,8862290
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,94.0,1402-05-20,14:30,15:05,Qeshm,QB-2221,Charter,3,L,7352520
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,216.0,1402-05-20,14:30,18:45,Airtour,B9-9703,Charter,3,Y41,4255400
IKA,Tehran,Imam_Khomeini,SHJ,Sharjah,Sharjah,1198,152.0,1402-05-20,14:30,17:02,Arabia,G9-202,Charter,1,Y,11990000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,135.0,1402-05-20,14:45,17:15,Zagros,ZO-3098,Charter,7,Y,4456600
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,128.0,1402-05-20,14:45,16:53,Zagros,ZO-3098,Charter,7,Y,4700000
IKA,Tehran,Imam_Khomeini,DAM,Damascus,Damascus,1358,174.0,1402-05-20,15:00,15:30,Caspian,RV-7930,Charter,5,Y,6066200
BND,Bandar_Abbas,Bandar_Abbas,SRY,Sari,Dasht-e-Naz,1090,146.0,1402-05-20,15:00,16:50,Varesh,VRH-5827,Charter,9,Y,2200200
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,147.0,1402-05-20,15:00,17:00,Varesh,VRH-5821,Scheduled,9,KH,1692140
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,152.0,1402-05-20,15:00,17:00,Varesh,VRH-5821,Scheduled,6,KI,1648500
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,148.0,1402-05-20,15:00,17:00,Varesh,VRH-5821,Scheduled,6,KI,1607160
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,144.0,1402-05-20,15:00,17:00,Varesh,VRH-5821,Charter,9,Y,1986900
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,141.0,1402-05-20,15:00,17:00,Varesh,VRH-5821,Scheduled,9,KH,1736500
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,143.0,1402-05-20,15:00,17:30,Qeshm,QB-2116,Scheduled,2,K,5642100
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,140.0,1402-05-20,15:00,17:30,Qeshm,QB-2116,Charter,2,K,5478636
IKA,Tehran,Imam_Khomeini,DAM,Damascus,Damascus,1358,177.0,1402-05-20,15:00,17:57,Caspian,RV-7930,Charter,5,Y,5759850
IKA,Tehran,Imam_Khomeini,DAM,Damascus,Damascus,1358,171.0,1402-05-20,15:00,17:51,Caspian,RV-7930,Charter,5,Y,5800000
IKA,Tehran,Imam_Khomeini,DAM,Damascus,Damascus,1358,180.0,1402-05-20,15:00,18:00,Caspian,RV-7930,Charter,5,Y,5814000
IKA,Tehran,Imam_Khomeini,DAM,Damascus,Damascus,1358,168.0,1402-05-20,15:00,17:48,Caspian,RV-7930,Charter,5,W,6000000
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,138.0,1402-05-20,15:00,17:18,Qeshm,QB-2116,Charter,1,Y,3839900
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,146.0,1402-05-20,15:00,17:26,Qeshm,QB-2116,Charter,1,Y,3900000
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,144.0,1402-05-20,15:00,17:24,Qeshm,QB-2116,Charter,1,Y,4000000
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,134.0,1402-05-20,15:00,17:14,Qeshm,QB-2116,Charter,3,C,5800000
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,166.0,1402-05-20,15:05,16:35,Qeshm,QB-2211,Charter,1,J,16194216
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,157.0,1402-05-20,15:05,16:35,Qeshm,QB-2211,Charter,9,Y,9720830
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,158.0,1402-05-20,15:05,16:35,Qeshm,QB-2211,Charter,2,B,9030040
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,166.0,1402-05-20,15:10,17:50,Dubai,FZ-1928,Charter,4,C,22162200
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,165.0,1402-05-20,15:10,17:50,Dubai,FZ-1928,Charter,2,Y,5060200
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,154.0,1402-05-20,15:10,17:50,Dubai,FZ-1928,Charter,2,Y,4909300
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,155.0,1402-05-20,15:10,17:45,Dubai,FZ-1928,Charter,2,Y,5000000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,128.0,1402-05-20,15:30,17:38,Iranair,IR-5319,Scheduled,9,V,7219000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,127.0,1402-05-20,15:30,17:37,Iranair,IR-5319,Scheduled,9,M,5417500
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,157.0,1402-05-20,15:30,18:07,Mahan,W5-1042,Charter,9,Y,1753600
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,159.0,1402-05-20,15:30,18:09,Mahan,W5-1042,Scheduled,6,C,3380000
TBS,Tbilisi,Tbilisi,IKA,Tehran,Imam_Khomeini,879,143.0,1402-05-20,15:30,17:53,Varesh,VRH-6809,Charter,9,Y,4800000
MHD,Mashhad,Shahid_Hashemi_Nejad,DXB,Dubai,Dubai,1287,165.0,1402-05-20,15:50,19:00,Airtour,B9-9722,Scheduled,5,Y,7000000
MHD,Mashhad,Shahid_Hashemi_Nejad,DXB,Dubai,Dubai,1287,168.0,1402-05-20,15:50,19:30,Airtour,B9-9722,Charter,5,Y,7575200
THR,Tehran,Mehrabad,BUZ,Bushehr,Bushehr,750,132.0,1402-05-20,15:55,17:15,Caspian,RV-6900,Charter,7,Y,1698600
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,157.0,1402-05-20,16:00,17:45,Kish,Y9-7054,Scheduled,2,C,2538900
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,175.0,1402-05-20,16:00,18:00,Aseman,EP-6596,Charter,3,C,9084200
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,171.0,1402-05-20,16:00,18:00,Aseman,EP-6596,Charter,8,Y,5462600
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,143.0,1402-05-20,16:00,18:23,Salam,OV-556,Charter,7,Y,4200000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,176.0,1402-05-20,16:00,18:56,Aseman,EP-6596,Charter,8,Y,5254600
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,179.0,1402-05-20,16:05,18:55,Caspian,RV-7923,Charter,7,M,5462600
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,174.0,1402-05-20,16:05,18:55,Caspian,RV-7923,Charter,7,Y,5261400
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,180.0,1402-05-20,16:05,19:05,Caspian,RV-7923,Charter,7,Y,5040000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,228.0,1402-05-20,16:45,20:10,Mahan,W5-114,Scheduled,3,C,22659600
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,209.0,1402-05-20,16:45,20:10,Mahan,W5-114,Scheduled,3,Y,9936600
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,222.0,1402-05-20,16:45,20:27,Mahan,W5-114,Charter,3,Y,8900000
NSH,Noshahr,Nowshahr,SYZ,Shiraz,Shahid_Dastghaib,799,135.0,1402-05-20,16:50,19:05,Qeshm,QB-1201,Charter,9,Y,1329100
DXB,Dubai,Dubai,MHD,Mashhad,Shahid_Hashemi_Nejad,1287,166.0,1402-05-20,16:55,18:40,Dubai,FZ-251,Charter,4,Y,11599200
DXB,Dubai,Dubai,MHD,Mashhad,Shahid_Hashemi_Nejad,1287,170.0,1402-05-20,16:55,19:45,Dubai,FZ-251,Charter,4,Y,11500000
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,168.0,1402-05-20,17:00,19:00,Kish,Y9-7135,Charter,3,C,2588200
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,168.0,1402-05-20,17:00,19:05,Mahan,W5-65,Scheduled,5,C,15898600
TBZ,Tabriz,Tabriz,KIH,Kish_Island,Kish,1479,186.0,1402-05-20,17:00,19:15,Airtour,B9-972,Scheduled,5,Y,2136400
TBZ,Tabriz,Tabriz,KIH,Kish_Island,Kish,1479,169.0,1402-05-20,17:00,19:15,Airtour,B9-972,Scheduled,5,Y493,2000000
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,164.0,1402-05-20,17:00,19:30,Mahan,W5-65,Charter,3,Y,4959600
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,169.0,1402-05-20,17:00,19:49,Kish,Y9-7135,Charter,3,C,2610000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,137.0,1402-05-20,17:30,19:30,Iranair,IR-5318,Charter,7,Y,4557200
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,136.0,1402-05-20,17:35,19:30,Iranair,IR-5318,Charter,5,Y,4758400
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,97.0,1402-05-20,18:00,18:30,Dubai,FZ-243,Charter,6,Y,8581200
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,96.0,1402-05-20,18:00,19:36,Dubai,FZ-243,Charter,4,FS,6630000
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,98.0,1402-05-20,18:00,19:38,Dubai,FZ-243,Charter,6,Y,8500000
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,145.0,1402-05-20,18:05,20:30,Qeshm,QB-2273,Charter,3,W,4285000
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,128.0,1402-05-20,18:05,20:13,Qeshm,QB-2273,Charter,3,Y,4500000
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,129.0,1402-05-20,18:05,20:14,Qeshm,QB-2273,Charter,2,C,7000000
BUZ,Bushehr,Bushehr,MHD,Mashhad,Shahid_Hashemi_Nejad,1155,161.0,1402-05-20,18:15,20:00,Caspian,RV-6993,Charter,8,Y,2192500
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,222.0,1402-05-20,18:20,22:02,Iranair,IR-769,Charter,8,Y,7289500
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,220.0,1402-05-20,18:20,22:00,Iranair,IR-769,Scheduled,5,V,8757500
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,130.0,1402-05-20,18:30,20:00,Zagros,ZO-3097,Charter,7,Y,3651800
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,162.0,1402-05-20,18:30,21:12,Varesh,VRH-6824,Charter,6,Y,5814000
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,152.0,1402-05-20,18:30,21:02,Varesh,VRH-6824,Charter,9,Y,6000000
MCT,Muscat,Muscat,IKA,Tehran,Imam_Khomeini,1483,183.0,1402-05-20,18:30,21:33,Qeshm,QB-2113,Charter,2,Y,10550000
MCT,Muscat,Muscat,IKA,Tehran,Imam_Khomeini,1483,186.0,1402-05-20,18:30,21:36,Qeshm,QB-2113,Charter,5,Y,11000000
MCT,Muscat,Muscat,IKA,Tehran,Imam_Khomeini,1483,173.0,1402-05-20,18:30,21:23,Qeshm,QB-2113,Charter,3,C,13000000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,219.0,1402-05-20,18:45,22:24,Qeshm,QB-2215,Charter,5,Y,7500000
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,138.0,1402-05-20,18:55,21:13,Salam,OV-556,Charter,4,Y,4284000
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,143.0,1402-05-20,18:55,21:18,Salam,OV-554,Charter,5,Y,4650000
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,134.0,1402-05-20,18:55,21:09,Salam,OV-554,Charter,3,Y,4746060
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,229.0,1402-05-20,19:30,22:00,Airtour,B9-9702,Charter,7,Y,7575200
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,210.0,1402-05-20,19:30,22:30,Airtour,B9-9702,Scheduled,5,Y,7500000
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,170.0,1402-05-20,19:30,22:20,Taban,TBN-7289,Charter,6,Y,5279863
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,177.0,1402-05-20,19:30,22:27,Taban,TBN-7289,Charter,8,Y,5500000
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,179.0,1402-05-20,19:30,22:29,Taban,TBN-7289,Charter,9,C,9000000
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,96.0,1402-05-20,19:30,21:06,Dubai,FZ-244,Charter,5,Y,4953600
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,95.0,1402-05-20,19:30,21:05,Dubai,FZ-244,Charter,8,Y,5441700
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,97.0,1402-05-20,19:30,21:07,Dubai,FZ-244,Charter,8,Y,5500000
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,99.0,1402-05-20,19:30,21:09,Dubai,FZ-244,Charter,9,N,11173200
MHD,Mashhad,Shahid_Hashemi_Nejad,DXB,Dubai,Dubai,1287,167.0,1402-05-20,19:40,22:27,Dubai,FZ-252,Charter,6,Y,7645443
MHD,Mashhad,Shahid_Hashemi_Nejad,DXB,Dubai,Dubai,1287,161.0,1402-05-20,19:40,22:21,Dubai,FZ-252,Charter,6,Y,7739320
MHD,Mashhad,Shahid_Hashemi_Nejad,DXB,Dubai,Dubai,1287,176.0,1402-05-20,19:40,22:36,Dubai,FZ-252,Charter,6,Y,7800000
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,155.0,1402-05-20,20:00,21:30,Airtour,B9-997,Scheduled,9,Y,1753600
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,154.0,1402-05-20,20:00,21:50,Kish,Y9-7056,Charter,9,C,2538900
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,154.0,1402-05-20,20:00,21:50,Kish,Y9-7056,Charter,9,RR,1743928
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,189.0,1402-05-20,20:10,21:40,ATA,I3-6601,Charter,6,Y,6569200
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,189.0,1402-05-20,20:10,23:19,ATA,I3-6601,Charter,4,Y,6500000
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,193.0,1402-05-20,20:10,23:23,ATA,I3-6601,Charter,4,Y,6783000
THR,Tehran,Mehrabad,GBT,Gorgan,Gorgan,309,104.0,1402-05-20,20:30,21:30,Aseman,EP-632,Scheduled,4,Y,1152300
THR,Tehran,Mehrabad,GBT,Gorgan,Gorgan,309,105.0,1402-05-20,20:30,21:30,Aseman,EP-632,Charter,9,Y,1151150
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,127.0,1402-05-20,20:45,23:15,Zagros,ZO-3096,Charter,7,Y,4557200
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,139.0,1402-05-20,20:45,23:04,Zagros,ZO-3096,Charter,7,Y,5000000
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,162.0,1402-05-20,20:55,22:25,Airtour,B9-9721,Charter,5,Y,11096200
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,165.0,1402-05-20,20:55,22:55,Airtour,B9-9721,Scheduled,5,Y,9900000
BGW,Baghdad,Baghdad,IKA,Tehran,Imam_Khomeini,679,122.0,1402-05-20,21:15,23:17,Taban,TBN-7286,Charter,7,Y,4410000
BGW,Baghdad,Baghdad,IKA,Tehran,Imam_Khomeini,679,123.0,1402-05-20,21:15,23:18,Taban,TBN-7286,Charter,3,C,4900000
TBS,Tbilisi,Tbilisi,IKA,Tehran,Imam_Khomeini,879,141.0,1402-05-20,21:25,22:12,Qeshm,QB-2272,Charter,5,Y,4054200
BND,Bandar_Abbas,Bandar_Abbas,THR,Tehran,Mehrabad,1057,153.0,1402-05-20,21:25,23:05,Caspian,RV-6961,Charter,1,Y,2107800
BND,Bandar_Abbas,Bandar_Abbas,THR,Tehran,Mehrabad,1057,151.0,1402-05-20,21:25,23:05,Caspian,RV-6961,Charter,1,Y,1946600
TBS,Tbilisi,Tbilisi,IKA,Tehran,Imam_Khomeini,879,137.0,1402-05-20,21:25,23:42,Qeshm,QB-2272,Charter,2,W,4800000
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,150.0,1402-05-20,21:35,00:05,Chabahar,IRU-8765,Charter,6,Y,1600000
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,150.0,1402-05-20,21:35,00:05,Chabahar,IRU-8765,Charter,9,Y,1730000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,224.0,1402-05-20,21:40,00:40,Mahan,W5-115,Scheduled,6,Y,9505800
THR,Tehran,Mehrabad,DEF,Dezful,Dezful,450,120.0,1402-05-20,21:40,22:40,Karun,KRU-2610,Charter,6,Y,1790000
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,156.0,1402-05-20,21:45,00:21,Varesh,VRH-5825,Charter,6,H,1753600
