arrival_city_name_persian,local_arrival_time,flight_capacity,company_name,departure_city_name_persian,departure_date,departure_date_YMD_format,local_departure_time,flight_class_type,flight_number,flight_sale_type,national_arrival_code,national_departure_code,ticket_id,ticket_price_T
,,7,Varesh,,سه شنبه 28 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,784,9000000
,,9,Varesh,,سه شنبه 28 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,785,9500000
,,6,Varesh,,دوشنبه 27 شهریور,,18:30,737Y,6824,چارتری,BUS,IKA,786,9000000
,,9,Varesh,,دوشنبه 27 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,787,9500000
,,6,Aseman,,یکشنبه 26 شهریور,,18:00,734Y,546,چارتری,BUS,IKA,789,9000000
,,4,Aseman,,شنبه 25 شهریور,,11:00,Boeing 737Y,546,چارتری,BUS,IKA,792,9000000
,,7,Varesh,,جمعه 24 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,793,9000000
,,9,Varesh,,جمعه 24 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,794,9500000
,,4,Aseman,,پنج شنبه 23 شهریور,,18:00,737Y,546,چارتری,BUS,IKA,796,9000000
,,6,Varesh,,پنج شنبه 23 شهریور,,20:30,737Y,6824,چارتری,BUS,IKA,797,9000000
,,5,Aseman,,پنج شنبه 23 شهریور,,18:00,734C,546,بیزنس-چارتری,BUS,IKA,798,10000000
,,7,Qeshm,,چهارشنبه 22 شهریور,,20:15,320Y,2277,چارتری,BUS,IKA,801,9000000
,,2,Qeshm,,چهارشنبه 22 شهریور,,20:15,320C,2277,بیزنس-چارتری,BUS,IKA,802,11000000
,,5,Varesh,,سه شنبه 21 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,803,9000000
,,9,Varesh,,سه شنبه 21 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,804,9500000
,,6,Varesh,,دوشنبه 20 شهریور,,18:30,737Y,6824,چارتری,BUS,IKA,805,9000000
,,9,Varesh,,دوشنبه 20 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,806,9500000
,,4,Aseman,,یکشنبه 19 شهریور,,18:00,Boeing 737Y,546,چارتری,BUS,IKA,809,9000000
خمینی),19:44,5,Aseman,تهران,پنج شنبه 30 شهریور,در,18:00,734C,546,با ضمانت-بیزنس-چارتری,BUS,IKA,777,10090200
خمینی),19:47,4,Aseman,تهران,پنج شنبه 30 شهریور,در,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,776,9084200
خمینی),19:44,5,Aseman,تهران,یکشنبه 19 شهریور,در,18:00,734C,546,با ضمانت-بیزنس-چارتری,BUS,IKA,808,10593200
,,4,Aseman,,یکشنبه 19 شهریور,,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,807,9084200
خمینی),22:15,2,Qeshm,تهران,چهارشنبه 22 شهریور,در,20:15,320C,2277,با ضمانت-بیزنس-چارتری,BUS,IKA,800,11096200
خمینی),22:15,7,Qeshm,تهران,چهارشنبه 22 شهریور,در,20:15,320Y,2277,با ضمانت-چارتری,BUS,IKA,799,9084200
,,4,Aseman,,پنج شنبه 23 شهریور,,18:00,737Y,546,با ضمانت-چارتری,BUS,IKA,795,9084200
خمینی),12:44,6,Aseman,تهران,شنبه 25 شهریور,در,11:00,734C,546,با ضمانت-بیزنس-چارتری,BUS,IKA,791,10593200
,,4,Aseman,,شنبه 25 شهریور,,11:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,790,9084200
,,4,Aseman,,یکشنبه 26 شهریور,,18:00,737Y,546,با ضمانت-چارتری,BUS,IKA,788,9084200
خمینی),22:15,5,Qeshm,تهران,چهارشنبه 29 شهریور,در,20:15,320Y,2277,با ضمانت-چارتری,BUS,IKA,781,9084200
خمینی),03:15,5,Airtour,تهران,پنج شنبه 30 شهریور,در,00:15,A310J,9712,با ضمانت-سیستمی بیزنس,BJV,IKA,773,11500000
خمینی),03:15,7,Airtour,تهران,پنج شنبه 30 شهریور,در,00:15,A310Y,9712,با ضمانت-سیستمی,BJV,IKA,772,8900000
خمینی),03:15,4,Airtour,تهران,پنج شنبه 06 مهر,در,00:15,A310J,9712,با ضمانت-سیستمی بیزنس,BJV,IKA,771,15000000
خمینی),03:15,7,Airtour,تهران,پنج شنبه 06 مهر,در,00:15,A310Y,9712,با ضمانت-سیستمی,BJV,IKA,770,9500000
,,7,Varesh,,جمعه 17 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,810,9000000
,,9,Varesh,,جمعه 17 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,811,9500000
,,4,Aseman,,پنج شنبه 16 شهریور,,18:00,Y,546,چارتری,BUS,IKA,813,8000000
,,4,Aseman,,پنج شنبه 16 شهریور,,18:00,737W,546,چارتری,BUS,IKA,814,9000000
,,6,Varesh,,پنج شنبه 16 شهریور,,20:30,737Y,6824,چارتری,BUS,IKA,815,9000000
,,4,Aseman,,پنج شنبه 16 شهریور,,18:00,Boeing 737Y,546,چارتری,BUS,IKA,816,9500000
,,9,Varesh,,پنج شنبه 16 شهریور,,20:30,BoeingY,6824,چارتری,BUS,IKA,817,9500000
خمینی),03:00,5,Airtour,تهران,یکشنبه 29 مرداد,در,00:30,A310J,9740,با ضمانت-بیزنس-چارتری,ADB,IKA,766,10593200
خمینی),03:30,5,Airtour,تهران,یکشنبه 29 مرداد,در,00:30,A310J,9740,با ضمانت-سیستمی بیزنس,ADB,IKA,765,10500000
خمینی),00:50,7,Caspian,تهران,یکشنبه 29 مرداد,در,22:20,737Y,7912,با ضمانت-چارتری,ADB,IKA,764,10039900
خمینی),03:00,8,Airtour,تهران,یکشنبه 29 مرداد,در,00:30,A310Y,9740,با ضمانت-چارتری,ADB,IKA,763,9084200
خمینی),03:30,7,Airtour,تهران,یکشنبه 29 مرداد,در,00:30,A310Y,9740,با ضمانت-سیستمی,ADB,IKA,762,9000000
خمینی),13:30,7,Kish,تهران,یکشنبه 29 مرداد,در,08:00,M80Y,6079,با ضمانت-چارتری,ALA,IKA,760,15623200
خمینی),13:30,9,Kish,تهران,یکشنبه 12 شهریور,در,08:00,M82Y,6079,با ضمانت-چارتری,ALA,IKA,758,15623200
خمینی),13:30,9,Kish,تهران,یکشنبه 26 شهریور,در,08:00,M82Y,6079,با ضمانت-چارتری,ALA,IKA,756,15623200
خمینی),03:00,4,Airtour,تهران,یکشنبه 12 شهریور,در,00:30,A310J,9740,با ضمانت-بیزنس-چارتری,ADB,IKA,750,13108200
خمینی),03:30,4,Airtour,تهران,یکشنبه 12 شهریور,در,00:30,A310J,9740,با ضمانت-سیستمی بیزنس,ADB,IKA,749,13000000
خمینی),03:00,4,Airtour,تهران,یکشنبه 12 شهریور,در,00:30,A310Y,9740,با ضمانت-چارتری,ADB,IKA,748,12102200
خمینی),00:50,7,Caspian,تهران,یکشنبه 12 شهریور,در,22:20,737Y,7912,با ضمانت-چارتری,ADB,IKA,747,11096200
,,4,Airtour,,یکشنبه 12 شهریور,,00:30,A310Y,9740,با ضمانت-سیستمی,ADB,IKA,746,11000000
خمینی),03:15,5,Airtour,تهران,پنج شنبه 16 شهریور,در,00:15,A310J,9712,با ضمانت-سیستمی بیزنس,BJV,IKA,821,10500000
خمینی),03:15,7,Airtour,تهران,پنج شنبه 16 شهریور,در,00:15,A310Y,9712,با ضمانت-سیستمی,BJV,IKA,820,9900000
خمینی),03:15,4,Airtour,تهران,پنج شنبه 23 شهریور,در,00:15,A310J,9712,با ضمانت-سیستمی بیزنس,BJV,IKA,819,12000000
خمینی),03:15,7,Airtour,تهران,پنج شنبه 23 شهریور,در,00:15,A310Y,9712,با ضمانت-سیستمی,BJV,IKA,818,9500000
خمینی),19:47,4,Aseman,تهران,پنج شنبه 16 شهریور,در,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,812,8078200
خمینی),03:30,5,Airtour,تهران,چهارشنبه 15 شهریور,در,01:00,A310J,9740,با ضمانت-بیزنس-چارتری,ADB,IKA,743,18138200
خمینی),04:00,5,Airtour,تهران,چهارشنبه 15 شهریور,در,01:00,A310J,9740,با ضمانت-سیستمی بیزنس,ADB,IKA,742,18000000
خمینی),03:30,5,Airtour,تهران,چهارشنبه 15 شهریور,در,01:00,A310Y,9740,با ضمانت-چارتری,ADB,IKA,741,16126200
خمینی),01:30,5,Qeshm,تهران,چهارشنبه 15 شهریور,در,23:00,AB6Y,2261,با ضمانت-چارتری,ADB,IKA,740,14114200
خمینی),04:00,5,Airtour,تهران,چهارشنبه 15 شهریور,در,01:00,A310Y,9740,با ضمانت-سیستمی,ADB,IKA,739,14000000
خمینی),03:30,5,Airtour,تهران,چهارشنبه 29 شهریور,در,01:00,A310J,9740,با ضمانت-بیزنس-چارتری,ADB,IKA,736,12102200
خمینی),04:00,5,Airtour,تهران,چهارشنبه 29 شهریور,در,01:00,A310J,9740,با ضمانت-سیستمی بیزنس,ADB,IKA,735,12000000
خمینی),03:30,7,Airtour,تهران,چهارشنبه 29 شهریور,در,01:00,A310Y,9740,با ضمانت-چارتری,ADB,IKA,734,9587200
خمینی),04:00,7,Airtour,تهران,چهارشنبه 29 شهریور,در,01:00,A310Y,9740,با ضمانت-سیستمی,ADB,IKA,733,9500000
خمینی),19:44,5,Aseman,تهران,پنج شنبه 16 شهریور,در,18:00,734C,546,با ضمانت-بیزنس-چارتری,BUS,IKA,822,10593200
خمینی),01:30,5,Qeshm,تهران,چهارشنبه 29 شهریور,در,23:00,AB6Y,2261,با ضمانت-چارتری,ADB,IKA,732,9285400
خمینی),03:30,5,Airtour,تهران,جمعه 14 مهر,در,01:00,A310J,9740,با ضمانت-بیزنس-چارتری,ADB,IKA,731,12102200
خمینی),03:30,8,Airtour,تهران,جمعه 14 مهر,در,01:00,A310Y,9740,با ضمانت-چارتری,ADB,IKA,730,8078200
,,8,Iraqi,,شنبه 08 مهر,,20:30,B737 MAXY,114,چارتری,BGW,IKA,827,4070000
,,5,BAGHDAD,,شنبه 08 مهر,,17:35,737Y,552,چارتری,BGW,IKA,828,8500000
,,4,Iraqi,,جمعه 07 مهر,,12:00,B737 MAXY,1112,چارتری,BGW,IKA,830,4070000
,,8,Iraqi,,چهارشنبه 05 مهر,,12:00,B737 MAXY,1112,چارتری,BGW,IKA,832,4070000
,,8,Iraqi,,دوشنبه 03 مهر,,12:00,B737 MAXY,1112,چارتری,BGW,IKA,834,4070000
,,8,Iraqi,,یکشنبه 02 مهر,,12:00,B737 MAXY,1112,چارتری,BGW,IKA,836,4070000
,,7,Caspian,,شنبه 28 مرداد,,22:20,737Y,7912,چارتری,ADB,IKA,840,9900000
,,5,Iranair,,جمعه 27 مرداد,,23:30,AirbusY,759,چارتری,ADB,IKA,846,9250000
,,5,Qeshm,,چهارشنبه 25 مرداد,,23:00,AB6Y,2261,چارتری,ADB,IKA,851,8555000
,,5,Qeshm,,چهارشنبه 25 مرداد,,23:00,AB6Y,2261,چارتری,ADB,IKA,852,9000000
,,6,Qeshm,,چهارشنبه 25 مرداد,,23:00,Y,2261,چارتری,ADB,IKA,853,10200000
,,6,Qeshm,,چهارشنبه 25 مرداد,,23:00,AB6W,2261,چارتری,ADB,IKA,854,11000000
,,3,Qeshm,,چهارشنبه 15 شهریور,,20:15,320W,2277,چارتری,BUS,IKA,857,8500000
,,2,Qeshm,,چهارشنبه 15 شهریور,,20:15,320C,2277,بیزنس-چارتری,BUS,IKA,858,11000000
,,7,Varesh,,سه شنبه 31 مرداد,,18:30,M80Y,6824,چارتری,BUS,IKA,861,8000000
,,9,Varesh,,سه شنبه 31 مرداد,,18:30,BoeingY,6824,چارتری,BUS,IKA,862,9500000
خمینی),04:00,4,Airtour,تهران,چهارشنبه 25 مرداد,در,01:00,A310J,9740,با ضمانت-سیستمی بیزنس,ADB,IKA,850,12000000
خمینی),01:30,5,Qeshm,تهران,چهارشنبه 25 مرداد,در,23:00,AB6Y,2261,با ضمانت-چارتری,ADB,IKA,849,11096200
خمینی),01:45,6,Qeshm,تهران,چهارشنبه 25 مرداد,در,23:00,Y,2261,با ضمانت-چارتری,ADB,IKA,848,10542900
خمینی),01:30,6,Qeshm,تهران,چهارشنبه 25 مرداد,در,23:00,Y,2261,با ضمانت-چارتری,ADB,IKA,847,9778300
خمینی),03:30,5,Airtour,تهران,جمعه 27 مرداد,در,01:00,A310J,9740,با ضمانت-بیزنس-چارتری,ADB,IKA,845,12102200
خمینی),04:00,5,Airtour,تهران,جمعه 27 مرداد,در,01:00,A310J,9740,با ضمانت-سیستمی بیزنس,ADB,IKA,844,12000000
خمینی),03:30,3,Airtour,تهران,جمعه 27 مرداد,در,01:00,A310Y,9740,با ضمانت-چارتری,ADB,IKA,843,10593200
خمینی),04:00,3,Airtour,تهران,جمعه 27 مرداد,در,01:00,A310Y,9740,با ضمانت-سیستمی,ADB,IKA,842,10500000
خمینی),01:30,5,Iranair,تهران,جمعه 27 مرداد,در,23:30,AirbusY,759,با ضمانت-چارتری,ADB,IKA,841,9335700
خمینی),00:50,7,Caspian,تهران,شنبه 28 مرداد,در,22:20,737Y,7912,با ضمانت-چارتری,ADB,IKA,839,9989600
خمینی),03:15,5,Airtour,تهران,پنج شنبه 26 مرداد,در,00:15,A310J,9712,با ضمانت-سیستمی بیزنس,BJV,IKA,865,10500000
خمینی),03:15,3,Airtour,تهران,پنج شنبه 09 شهریور,در,00:15,A310J,9712,با ضمانت-سیستمی بیزنس,BJV,IKA,864,12000000
,,2,Airtour,,چهارشنبه 25 مرداد,,01:00,A310J,9740,با ضمانت-بیزنس-چارتری,ADB,IKA,866,12102200
خمینی),03:15,7,Airtour,تهران,پنج شنبه 09 شهریور,در,00:15,A310Y,9712,با ضمانت-سیستمی,BJV,IKA,863,9900000
خمینی),19:30,9,Varesh,تهران,سه شنبه 31 مرداد,در,18:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,860,9109300
خمینی),20:15,7,Varesh,تهران,سه شنبه 31 مرداد,در,18:30,Y,6824,با ضمانت-چارتری,BUS,IKA,859,8078200
خمینی),22:15,2,Qeshm,تهران,چهارشنبه 15 شهریور,در,20:15,320C,2277,با ضمانت-بیزنس-چارتری,BUS,IKA,856,11096200
خمینی),22:15,5,Qeshm,تهران,چهارشنبه 15 شهریور,در,20:15,320Y,2277,با ضمانت-چارتری,BUS,IKA,855,8581200
,,6,Varesh,,دوشنبه 30 مرداد,,18:30,737Y,6824,چارتری,BUS,IKA,871,8000000
,,9,Varesh,,دوشنبه 30 مرداد,,18:30,BoeingY,6824,چارتری,BUS,IKA,872,9500000
,,5,Aseman,,یکشنبه 29 مرداد,,18:00,737W,546,چارتری,BUS,IKA,876,7500000
,,4,Aseman,,شنبه 28 مرداد,,11:00,737W,546,چارتری,BUS,IKA,881,7500000
,,9,Varesh,,جمعه 27 مرداد,,18:30,737Y,6824,چارتری,BUS,IKA,884,7500000
,,5,Aseman,,پنج شنبه 26 مرداد,,18:00,Y,546,چارتری,BUS,IKA,890,6000000
,,5,Aseman,,پنج شنبه 26 مرداد,,18:00,737W,546,چارتری,BUS,IKA,891,6500000
,,6,Qeshm,,چهارشنبه 25 مرداد,,20:15,Y,2277,چارتری,BUS,IKA,895,5400000
,,5,Qeshm,,چهارشنبه 25 مرداد,,20:15,320Y,2277,چارتری,BUS,IKA,896,6000000
,,2,Qeshm,,چهارشنبه 25 مرداد,,20:15,320C,2277,بیزنس-چارتری,BUS,IKA,897,8000000
,,9,Varesh,,سه شنبه 24 مرداد,,18:30,737Y,6824,چارتری,BUS,IKA,900,6500000
,,7,Varesh,,دوشنبه 23 مرداد,,18:30,737Y,6824,چارتری,BUS,IKA,903,9000000
,,4,Aseman,,یکشنبه 22 مرداد,,18:00,Boeing 737Y,546,چارتری,BUS,IKA,907,9000000
,,6,Varesh,,جمعه 20 مرداد,,18:30,Y,6824,چارتری,BUS,IKA,908,5814000
,,9,Varesh,,جمعه 20 مرداد,,18:30,737Y,6824,چارتری,BUS,IKA,909,6000000
,,2,Varesh,,پنج شنبه 19 مرداد,,20:30,737Y,6824,چارتری,BUS,IKA,912,4000000
,,5,Aseman,,پنج شنبه 19 مرداد,,18:00,734Y,546,چارتری,BUS,IKA,913,4500000
,,5,Varesh,,پنج شنبه 19 مرداد,,20:30,737Y,6824,چارتری,BUS,IKA,914,4500000
,,5,Aseman,,پنج شنبه 19 مرداد,,18:00,734C,546,بیزنس-چارتری,BUS,IKA,915,6500000
,,4,Qeshm,,چهارشنبه 18 مرداد,,20:15,Y,2277,چارتری,BUS,IKA,918,2758665
,,4,Qeshm,,چهارشنبه 18 مرداد,,20:15,Y,2277,چارتری,BUS,IKA,919,3200000
,,3,Qeshm,,چهارشنبه 18 مرداد,,20:15,Y,2277,چارتری,BUS,IKA,920,3750000
,,7,Qeshm,,چهارشنبه 18 مرداد,,20:15,320Y,2277,چارتری,BUS,IKA,921,4000000
,,4,Varesh,,سه شنبه 14 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,924,9000000
,,9,Varesh,,سه شنبه 14 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,925,9500000
,,7,Varesh,,دوشنبه 13 شهریور,,18:30,737Y,6824,چارتری,BUS,IKA,928,9000000
,,9,Varesh,,دوشنبه 13 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,929,9500000
خمینی),12:44,5,Aseman,تهران,شنبه 28 مرداد,در,11:00,734C,546,با ضمانت-بیزنس-چارتری,BUS,IKA,880,8581200
,,6,Varesh,,پنج شنبه 26 مرداد,,20:30,737Y,6824,چارتری,BUS,IKA,930,6500000
,,6,Aseman,,پنج شنبه 26 مرداد,,18:00,734Y,546,چارتری,BUS,IKA,931,7000000
,,3,Qeshm,,چهارشنبه 18 مرداد,,20:15,320C,2277,بیزنس-چارتری,BUS,IKA,933,6000000
خمینی),22:13,3,Qeshm,تهران,چهارشنبه 18 مرداد,در,20:15,Y,2277,با ضمانت-چارتری,BUS,IKA,917,3538600
خمینی),19:30,9,Varesh,تهران,دوشنبه 13 شهریور,در,18:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,927,9109300
خمینی),20:15,7,Varesh,تهران,دوشنبه 13 شهریور,در,18:30,Y,6824,با ضمانت-چارتری,BUS,IKA,926,9084200
خمینی),19:30,9,Varesh,تهران,سه شنبه 14 شهریور,در,18:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,923,9109300
خمینی),20:15,6,Varesh,تهران,سه شنبه 14 شهریور,در,18:30,Y,6824,با ضمانت-چارتری,BUS,IKA,922,9084200
خمینی),21:50,4,Qeshm,تهران,چهارشنبه 18 مرداد,در,20:15,Y,2277,با ضمانت-چارتری,BUS,IKA,916,3024000
خمینی),19:44,4,Aseman,تهران,پنج شنبه 19 مرداد,در,18:00,734C,546,با ضمانت-بیزنس-چارتری,BUS,IKA,911,5261400
خمینی),22:00,2,Qeshm,تهران,چهارشنبه 25 مرداد,در,20:15,320C,2277,با ضمانت-بیزنس-چارتری,BUS,IKA,932,8078200
خمینی),19:47,3,Aseman,تهران,پنج شنبه 19 مرداد,در,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,910,4054200
خمینی),19:44,5,Aseman,تهران,یکشنبه 22 مرداد,در,18:00,734C,546,با ضمانت-بیزنس-چارتری,BUS,IKA,906,10090200
خمینی),19:47,5,Aseman,تهران,یکشنبه 22 مرداد,در,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,905,8078200
خمینی),19:47,5,Aseman,تهران,یکشنبه 22 مرداد,در,18:00,Y,546,با ضمانت-چارتری,BUS,IKA,904,7514800
خمینی),20:15,7,Varesh,تهران,دوشنبه 23 مرداد,در,18:30,Y,6824,با ضمانت-چارتری,BUS,IKA,902,9084200
خمینی),19:30,9,Varesh,تهران,دوشنبه 23 مرداد,در,18:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,901,8631500
خمینی),20:15,7,Varesh,تهران,سه شنبه 24 مرداد,در,18:30,Y,6824,با ضمانت-چارتری,BUS,IKA,899,6569200
خمینی),19:30,9,Varesh,تهران,سه شنبه 24 مرداد,در,18:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,898,6242200
خمینی),22:00,5,Qeshm,تهران,چهارشنبه 25 مرداد,در,20:15,320Y,2277,با ضمانت-چارتری,BUS,IKA,894,5563200
خمینی),22:00,5,Qeshm,تهران,چهارشنبه 25 مرداد,در,20:15,Y,2277,با ضمانت-چارتری,BUS,IKA,893,5175900
خمینی),22:01,6,Qeshm,تهران,چهارشنبه 25 مرداد,در,20:15,Y,2277,با ضمانت-چارتری,BUS,IKA,892,5082300
خمینی),21:30,9,Varesh,تهران,پنج شنبه 26 مرداد,در,20:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,889,6242200
خمینی),19:47,5,Aseman,تهران,پنج شنبه 26 مرداد,در,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,888,6066200
خمینی),22:15,6,Varesh,تهران,پنج شنبه 26 مرداد,در,20:30,Y,6824,با ضمانت-چارتری,BUS,IKA,887,5945500
خمینی),19:47,5,Aseman,تهران,پنج شنبه 26 مرداد,در,18:00,Y,546,با ضمانت-چارتری,BUS,IKA,886,5643700
خمینی),19:46,5,Aseman,تهران,پنج شنبه 26 مرداد,در,18:00,Y,546,با ضمانت-چارتری,BUS,IKA,885,5643700
خمینی),20:15,7,Varesh,تهران,جمعه 27 مرداد,در,18:30,Y,6824,با ضمانت-چارتری,BUS,IKA,883,7575200
خمینی),19:30,9,Varesh,تهران,جمعه 27 مرداد,در,18:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,882,7197900
خمینی),12:47,4,Aseman,تهران,شنبه 28 مرداد,در,11:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,879,7575200
خمینی),12:47,4,Aseman,تهران,شنبه 28 مرداد,در,11:00,Y,546,با ضمانت-چارتری,BUS,IKA,878,7047000
خمینی),12:50,4,Aseman,تهران,شنبه 28 مرداد,در,11:00,Y,546,با ضمانت-چارتری,BUS,IKA,877,7047000
خمینی),19:47,4,Aseman,تهران,یکشنبه 29 مرداد,در,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,875,7575200
خمینی),19:47,4,Aseman,تهران,یکشنبه 29 مرداد,در,18:00,Y,546,با ضمانت-چارتری,BUS,IKA,874,7047000
خمینی),19:46,5,Aseman,تهران,یکشنبه 29 مرداد,در,18:00,Y,546,با ضمانت-چارتری,BUS,IKA,873,7047000
خمینی),19:30,9,Varesh,تهران,دوشنبه 30 مرداد,در,18:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,870,9109300
خمینی),20:15,6,Varesh,تهران,دوشنبه 30 مرداد,در,18:30,Y,6824,با ضمانت-چارتری,BUS,IKA,869,8078200
خمینی),03:15,8,Airtour,تهران,پنج شنبه 02 شهریور,در,00:15,A310Y,9712,با ضمانت-سیستمی,BJV,IKA,868,10500000
,,5,Aseman,,یکشنبه 12 شهریور,,18:00,737W,546,چارتری,BUS,IKA,937,9000000
,,4,Aseman,,شنبه 11 شهریور,,11:00,737W,546,چارتری,BUS,IKA,942,9500000
,,7,Varesh,,جمعه 10 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,945,9000000
,,9,Varesh,,جمعه 10 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,946,9500000
,,4,Aseman,,پنج شنبه 09 شهریور,,18:00,737Y,546,چارتری,BUS,IKA,952,9000000
,,9,Varesh,,پنج شنبه 09 شهریور,,20:30,737Y,6824,چارتری,BUS,IKA,953,9000000
,,6,Qeshm,,چهارشنبه 08 شهریور,,20:15,Y,2277,چارتری,BUS,IKA,958,8500000
,,5,Qeshm,,چهارشنبه 08 شهریور,,20:15,320W,2277,چارتری,BUS,IKA,959,9000000
,,2,Qeshm,,چهارشنبه 08 شهریور,,20:15,320C,2277,بیزنس-چارتری,BUS,IKA,960,11000000
,,7,Varesh,,سه شنبه 07 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,963,9000000
,,9,Varesh,,سه شنبه 07 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,964,9500000
,,6,Varesh,,دوشنبه 06 شهریور,,18:30,737Y,6824,چارتری,BUS,IKA,967,9000000
,,9,Varesh,,دوشنبه 06 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,968,9500000
,,4,Aseman,,یکشنبه 05 شهریور,,18:00,734Y,546,چارتری,BUS,IKA,973,9000000
,,5,Aseman,,یکشنبه 05 شهریور,,18:00,734C,546,بیزنس-چارتری,BUS,IKA,974,10500000
,,3,Aseman,,یکشنبه 05 شهریور,,18:00,Boeing 737Y,546,چارتری,BUS,IKA,975,11000000
,,7,Varesh,,جمعه 03 شهریور,,18:30,M80Y,6824,چارتری,BUS,IKA,978,9000000
,,9,Varesh,,جمعه 03 شهریور,,18:30,BoeingY,6824,چارتری,BUS,IKA,979,9500000
,,5,Aseman,,پنج شنبه 02 شهریور,,18:00,734Y,546,چارتری,BUS,IKA,985,9000000
,,9,Varesh,,پنج شنبه 02 شهریور,,20:30,737Y,6824,چارتری,BUS,IKA,986,9000000
,,4,Qeshm,,چهارشنبه 01 شهریور,,20:15,Y,2277,چارتری,BUS,IKA,991,7400000
,,4,Qeshm,,چهارشنبه 01 شهریور,,20:15,320Y,2277,چارتری,BUS,IKA,992,8000000
خمینی),13:00,8,Iraqi,تهران,جمعه 31 شهریور,در,12:00,B737 MAXY,1112,با ضمانت-چارتری,BGW,IKA,838,4124600
خمینی),22:30,8,Iraqi,تهران,شنبه 01 مهر,در,20:30,B737 MAXY,114,با ضمانت-چارتری,BGW,IKA,837,4124600
خمینی),13:00,8,Iraqi,تهران,یکشنبه 02 مهر,در,12:00,B737 MAXY,1112,با ضمانت-چارتری,BGW,IKA,835,4124600
خمینی),13:00,8,Iraqi,تهران,دوشنبه 03 مهر,در,12:00,B737 MAXY,1112,با ضمانت-چارتری,BGW,IKA,833,4124600
خمینی),13:00,8,Iraqi,تهران,چهارشنبه 05 مهر,در,12:00,B737 MAXY,1112,با ضمانت-چارتری,BGW,IKA,831,4124600
خمینی),13:00,4,Iraqi,تهران,جمعه 07 مهر,در,12:00,B737 MAXY,1112,با ضمانت-چارتری,BGW,IKA,829,4124600
,,5,Aseman,,پنج شنبه 09 شهریور,,18:00,734C,546,بیزنس-چارتری,BUS,IKA,993,10000000
,,5,Aseman,,پنج شنبه 02 شهریور,,18:00,734C,546,بیزنس-چارتری,BUS,IKA,996,10500000
,,2,Qeshm,,چهارشنبه 01 شهریور,,20:15,320C,2277,بیزنس-چارتری,BUS,IKA,998,10000000
خمینی),22:15,5,Qeshm,تهران,چهارشنبه 01 شهریور,در,20:15,320Y,2277,با ضمانت-چارتری,BUS,IKA,990,7575200
خمینی),22:15,5,Qeshm,تهران,چهارشنبه 01 شهریور,در,20:15,Y,2277,با ضمانت-چارتری,BUS,IKA,989,7047000
خمینی),21:59,5,Qeshm,تهران,چهارشنبه 01 شهریور,در,20:15,Y,2277,با ضمانت-چارتری,BUS,IKA,988,6953500
خمینی),22:13,4,Qeshm,تهران,چهارشنبه 01 شهریور,در,20:15,Y,2277,با ضمانت-چارتری,BUS,IKA,987,6953500
خمینی),21:30,9,Varesh,تهران,پنج شنبه 02 شهریور,در,20:30,BoeingY,6824,با ضمانت-چارتری,BUS,IKA,984,9109300
خمینی),19:47,4,Aseman,تهران,پنج شنبه 02 شهریور,در,18:00,Boeing 737Y,546,با ضمانت-چارتری,BUS,IKA,983,9084200
خمینی),22:15,5,Varesh,تهران,پنج شنبه 02 شهریور,در,20:30,Y,6824,با ضمانت-چارتری,BUS,IKA,982,8903100
